Hour,Total Outflow cfs,Generation Flow cfs,Spill cfs,Forebay Elevation,Tailwater Elevation,Average Head,Date
MAX,1110,1110,0,1200.53,1108.8,91.76,8/29/2022
MIN,1060,1060,0,1192.85,1108.69,84.12,8/29/2022
1,1070,1070,0,1200.04,1108.71,91.33,8/30/2022
2,1070,1070,0,1200.17,1108.76,91.41,8/30/2022
3,1090,1090,0,1200.28,1108.78,91.5,8/30/2022
4,1080,1080,0,1200.4,1108.79,91.61,8/30/2022
5,1100,1100,0,1199.87,1108.74,91.13,8/30/2022
6,1100,1100,0,1199.15,1108.76,90.39,8/30/2022
7,1080,1080,0,1198.45,1108.73,89.72,8/30/2022
8,1070,1070,0,1197.73,1108.71,89.02,8/30/2022
9,1090,1090,0,1196.99,1108.74,88.25,8/30/2022
10,1080,1080,0,1196.24,1108.77,87.47,8/30/2022
11,1070,1070,0,1195.46,1108.75,86.71,8/30/2022
12,1080,1080,0,1194.67,1108.8,85.87,8/30/2022
13,1070,1070,0,1193.88,1108.73,85.15,8/30/2022
14,1070,1070,0,1193.07,1108.76,84.31,8/30/2022
15,1060,1060,0,1192.27,1108.75,83.52,8/30/2022
16,1060,1060,0,1193.1,1108.77,84.33,8/30/2022
17,1080,1080,0,1194.13,1108.8,85.33,8/30/2022
18,1060,1060,0,1195.14,1108.8,86.34,8/30/2022
19,1080,1080,0,1196.13,1108.7,87.43,8/30/2022
20,1060,1060,0,1197.09,1108.76,88.33,8/30/2022
21,1060,1060,0,1198.05,1108.75,89.3,8/30/2022
22,1070,1070,0,1198.96,1108.74,90.22,8/30/2022
23,1070,1070,0,1199.13,1108.78,90.35,8/30/2022
24,1080,1080,0,1199.25,1108.81,90.44,8/30/2022
,,,,,,,8/30/2022
AVG,1075,1075,0,1197.07,1108.76,88.31,8/30/2022
,,,,,,,8/30/2022
MAX,1100,1100,0,1200.4,1108.81,91.61,8/30/2022
MIN,1060,1060,0,1192.27,1108.7,83.52,8/30/2022
1,1100,1100,0,1199.36,1108.81,90.55,8/31/2022
2,1090,1090,0,1199.48,1108.74,90.74,8/31/2022
3,1080,1080,0,1199.59,1108.79,90.8,8/31/2022
4,1080,1080,0,1199.71,1108.74,90.97,8/31/2022
5,1090,1090,0,1199.81,1108.77,91.04,8/31/2022
6,1130,1130,0,1199.9,1108.82,91.08,8/31/2022
7,1210,1210,0,1199.32,1108.92,90.4,8/31/2022
8,1310,1310,0,1198.47,1109.11,89.36,8/31/2022
9,1340,1340,0,1197.58,1109.14,88.44,8/31/2022
10,1350,1350,0,1196.64,1109.16,87.48,8/31/2022
11,1330,1330,0,1195.68,1109.13,86.55,8/31/2022
12,1340,1340,0,1194.69,1109.14,85.55,8/31/2022
13,1320,1320,0,1193.7,1109.15,84.55,8/31/2022
14,1340,1340,0,1194.32,1109.1,85.22,8/31/2022
15,1310,1310,0,1195.13,1109.11,86.02,8/31/2022
16,1320,1320,0,1195.93,1109.07,86.86,8/31/2022
17,1320,1320,0,1196.7,1109.16,87.54,8/31/2022
18,1360,1360,0,1197.44,1109.21,88.23,8/31/2022
19,1360,1360,0,1198.17,1109.18,88.99,8/31/2022
20,1340,1340,0,1198.9,1109.16,89.74,8/31/2022
21,1340,1340,0,1199.63,1109.13,90.5,8/31/2022
22,1360,1360,0,1200.29,1109.16,91.13,8/31/2022
23,1350,1350,0,1200.17,1109.13,91.04,8/31/2022
24,1350,1350,0,1200.08,1109.19,90.89,8/31/2022
,,,,,,,8/31/2022
AVG,1272,1272,0,1197.95,1109.04,88.9,8/31/2022
,,,,,,,8/31/2022
MAX,1360,1360,0,1200.29,1109.21,91.13,8/31/2022
MIN,1080,1080,0,1193.7,1108.74,84.55,8/31/2022
1,1360,1360,0,1199.98,1109.2,90.78,9/1/2022
2,1370,1370,0,1199.89,1109.19,90.7,9/1/2022
3,1350,1350,0,1199.8,1109.18,90.62,9/1/2022
4,1380,1380,0,1199.7,1109.19,90.51,9/1/2022
5,1360,1360,0,1199.6,1109.14,90.46,9/1/2022
6,1380,1380,0,1199.49,1109.18,90.31,9/1/2022
7,1380,1380,0,1199.39,1109.13,90.26,9/1/2022
8,1430,1430,0,1198.5,1109.25,89.25,9/1/2022
9,1450,1450,0,1197.49,1109.3,88.19,9/1/2022
10,1490,1490,0,1196.44,1109.35,87.09,9/1/2022
11,1550,1550,0,1195.32,1109.44,85.88,9/1/2022
12,1520,1520,0,1194.17,1109.38,84.79,9/1/2022
13,1530,1530,0,1194.63,1109.41,85.22,9/1/2022
14,1530,1530,0,1195.27,1109.44,85.83,9/1/2022
15,1550,1550,0,1195.89,1109.51,86.38,9/1/2022
16,1550,1550,0,1196.52,1109.49,87.03,9/1/2022
17,1550,1550,0,1197.12,1109.45,87.67,9/1/2022
18,1560,1560,0,1197.71,1109.47,88.24,9/1/2022
19,1550,1550,0,1198.3,1109.47,88.83,9/1/2022
20,1550,1550,0,1198.88,1109.49,89.39,9/1/2022
21,1560,1560,0,1199.46,1109.47,89.99,9/1/2022
22,1560,1560,0,1199.99,1109.48,90.51,9/1/2022
23,1560,1560,0,1199.79,1109.47,90.32,9/1/2022
24,1560,1560,0,1199.54,1109.49,90.05,9/1/2022
,,,,,,,9/1/2022
AVG,1485,1485,0,1198.04,1109.36,88.68,9/1/2022
,,,,,,,9/1/2022
MAX,1560,1560,0,1199.99,1109.51,90.78,9/1/2022
MIN,1350,1350,0,1194.17,1109.13,84.79,9/1/2022
1,1560,1560,0,1199.28,1109.5,89.78,9/2/2022
2,1560,1560,0,1199.03,1109.45,89.58,9/2/2022
3,1560,1560,0,1198.78,1109.49,89.29,9/2/2022
4,1560,1560,0,1198.53,1109.46,89.07,9/2/2022
5,1560,1560,0,1197.69,1109.47,88.22,9/2/2022
6,1530,1530,0,1196.61,1109.44,87.17,9/2/2022
7,1530,1530,0,1195.5,1109.42,86.08,9/2/2022
8,1530,1530,0,1194.35,1109.45,84.9,9/2/2022
9,1510,1510,0,1193.19,1109.42,83.77,9/2/2022
10,1510,1510,0,1192,1109.41,82.59,9/2/2022
11,1510,1510,0,1192.67,1109.42,83.25,9/2/2022
12,1530,1530,0,1193.51,1109.43,84.08,9/2/2022
13,1530,1530,0,1194.29,1109.46,84.83,9/2/2022
14,1530,1530,0,1195.04,1109.42,85.62,9/2/2022
15,1530,1530,0,1195.79,1109.43,86.36,9/2/2022
16,1530,1530,0,1196.52,1109.45,87.07,9/2/2022
17,1530,1530,0,1197.24,1109.43,87.81,9/2/2022
18,1550,1550,0,1197.95,1109.49,88.46,9/2/2022
19,1560,1560,0,1198.65,1109.43,89.22,9/2/2022
20,1550,1550,0,1199.33,1109.48,89.85,9/2/2022
21,1530,1530,0,1199.99,1109.48,90.51,9/2/2022
22,1560,1560,0,1200.66,1109.48,91.18,9/2/2022
23,1560,1560,0,1200.24,1109.5,90.74,9/2/2022
24,1560,1560,0,1199.98,1109.47,90.51,9/2/2022
,,,,,,,9/2/2022
AVG,1540,1540,0,1196.95,1109.45,87.5,9/2/2022
,,,,,,,9/2/2022
MAX,1560,1560,0,1200.66,1109.5,91.18,9/2/2022
MIN,1510,1510,0,1192,1109.41,82.59,9/2/2022
1,1570,1570,0,1199.72,1109.51,90.21,9/3/2022
2,1560,1560,0,1199.45,1109.49,89.96,9/3/2022
3,1560,1560,0,1199.18,1109.48,89.7,9/3/2022
4,1550,1550,0,1198.62,1109.44,89.18,9/3/2022
5,1530,1530,0,1197.55,1109.47,88.08,9/3/2022
6,1530,1530,0,1196.47,1109.47,87,9/3/2022
7,1550,1550,0,1195.35,1109.42,85.93,9/3/2022
8,1550,1550,0,1194.19,1109.48,84.71,9/3/2022
9,1530,1530,0,1193.02,1109.46,83.56,9/3/2022
10,1520,1520,0,1191.82,1109.48,82.34,9/3/2022
11,1530,1530,0,1192.43,1109.46,82.97,9/3/2022
12,1520,1520,0,1193.22,1109.44,83.78,9/3/2022
13,1530,1530,0,1194.01,1109.43,84.58,9/3/2022
14,1530,1530,0,1194.77,1109.42,85.35,9/3/2022
15,1550,1550,0,1195.52,1109.46,86.06,9/3/2022
16,1530,1530,0,1196.24,1109.45,86.79,9/3/2022
17,1550,1550,0,1196.96,1109.45,87.51,9/3/2022
18,1560,1560,0,1197.68,1109.5,88.18,9/3/2022
19,1560,1560,0,1198.39,1109.47,88.92,9/3/2022
20,1560,1560,0,1199.07,1109.52,89.55,9/3/2022
21,1560,1560,0,1199.75,1109.51,90.24,9/3/2022
22,1560,1560,0,1200.42,1109.49,90.93,9/3/2022
23,1570,1570,0,1200,1109.49,90.51,9/3/2022
24,1570,1570,0,1199.72,1109.5,90.22,9/3/2022
,,,,,,,9/3/2022
AVG,1547,1547,0,1196.81,1109.47,87.34,9/3/2022
,,,,,,,9/3/2022
MAX,1570,1570,0,1200.42,1109.52,90.93,9/3/2022
MIN,1520,1520,0,1191.82,1109.42,82.34,9/3/2022
1,1570,1570,0,1199.42,1109.51,89.91,9/4/2022
2,1560,1560,0,1199.13,1109.48,89.65,9/4/2022
3,1560,1560,0,1198.84,1109.48,89.36,9/4/2022
4,1560,1560,0,1198.38,1109.48,88.9,9/4/2022
5,1550,1550,0,1197.32,1109.47,87.85,9/4/2022
6,1530,1530,0,1196.22,1109.43,86.79,9/4/2022
7,1550,1550,0,1195.08,1109.46,85.62,9/4/2022
8,1550,1550,0,1193.92,1109.46,84.46,9/4/2022
9,1550,1550,0,1192.72,1109.46,83.26,9/4/2022
10,1550,1550,0,1191.51,1109.46,82.05,9/4/2022
11,1560,1560,0,1192.12,1109.49,82.63,9/4/2022
12,1550,1550,0,1192.92,1109.46,83.46,9/4/2022
13,1550,1550,0,1193.69,1109.51,84.18,9/4/2022
14,1560,1560,0,1194.44,1109.47,84.97,9/4/2022
15,1560,1560,0,1195.18,1109.48,85.7,9/4/2022
16,1570,1570,0,1195.91,1109.5,86.41,9/4/2022
17,1570,1570,0,1196.63,1109.51,87.12,9/4/2022
18,1580,1580,0,1197.35,1109.56,87.79,9/4/2022
19,1570,1570,0,1198.04,1109.51,88.53,9/4/2022
20,1570,1570,0,1198.75,1109.52,89.23,9/4/2022
21,1570,1570,0,1199.44,1109.48,89.96,9/4/2022
22,1580,1580,0,1200.09,1109.55,90.54,9/4/2022
23,1580,1580,0,1199.68,1109.52,90.16,9/4/2022
24,1570,1570,0,1199.36,1109.53,89.83,9/4/2022
,,,,,,,9/4/2022
AVG,1561,1561,0,1196.51,1109.49,87.02,9/4/2022
,,,,,,,9/4/2022
MAX,1580,1580,0,1200.09,1109.56,90.54,9/4/2022
MIN,1530,1530,0,1191.51,1109.43,82.05,9/4/2022
1,1570,1570,0,1199.05,1109.54,89.51,9/5/2022
2,1580,1580,0,1198.72,1109.52,89.2,9/5/2022
3,1570,1570,0,1198.4,1109.52,88.88,9/5/2022
4,1580,1580,0,1198.06,1109.5,88.56,9/5/2022
5,1570,1570,0,1197.04,1109.49,87.55,9/5/2022
6,1570,1570,0,1195.91,1109.51,86.4,9/5/2022
7,1560,1560,0,1194.75,1109.51,85.24,9/5/2022
8,1560,1560,0,1193.56,1109.46,84.1,9/5/2022
9,1560,1560,0,1192.35,1109.49,82.86,9/5/2022
10,1550,1550,0,1191.12,1109.46,81.66,9/5/2022
11,1550,1550,0,1191.73,1109.44,82.29,9/5/2022
12,1560,1560,0,1192.52,1109.49,83.03,9/5/2022
13,1560,1560,0,1193.3,1109.48,83.82,9/5/2022
14,1560,1560,0,1194.06,1109.49,84.57,9/5/2022
15,1570,1570,0,1194.81,1109.49,85.32,9/5/2022
16,1560,1560,0,1195.52,1109.47,86.05,9/5/2022
17,1580,1580,0,1196.21,1109.52,86.69,9/5/2022
18,1590,1590,0,1196.91,1109.53,87.38,9/5/2022
19,1580,1580,0,1197.6,1109.46,88.14,9/5/2022
20,1560,1560,0,1198.31,1109.51,88.8,9/5/2022
21,1570,1570,0,1199.02,1109.51,89.51,9/5/2022
22,1570,1570,0,1199.71,1109.53,90.18,9/5/2022
23,1570,1570,0,1199.44,1109.53,89.91,9/5/2022
24,1570,1570,0,1199.11,1109.44,89.67,9/5/2022
,,,,,,,9/5/2022
AVG,1568,1568,0,1196.13,1109.5,86.64,9/5/2022
,,,,,,,9/5/2022
MAX,1590,1590,0,1199.71,1109.54,90.18,9/5/2022
MIN,1550,1550,0,1191.12,1109.44,81.66,9/5/2022
1,1580,1580,0,1198.77,1109.53,89.24,9/6/2022
2,1570,1570,0,1198.43,1109.48,88.95,9/6/2022
3,1570,1570,0,1198.08,1109.48,88.6,9/6/2022
4,1570,1570,0,1197.73,1109.51,88.22,9/6/2022
5,1580,1580,0,1196.73,1109.49,87.24,9/6/2022
6,1570,1570,0,1195.57,1109.5,86.07,9/6/2022
7,1550,1550,0,1194.42,1109.48,84.94,9/6/2022
8,1560,1560,0,1193.23,1109.47,83.76,9/6/2022
9,1560,1560,0,1192.01,1109.5,82.51,9/6/2022
10,1550,1550,0,1190.76,1109.47,81.29,9/6/2022
11,1550,1550,0,1191.36,1109.46,81.9,9/6/2022
12,1550,1550,0,1192.11,1109.45,82.66,9/6/2022
13,1550,1550,0,1192.87,1109.5,83.37,9/6/2022
14,1550,1550,0,1193.67,1109.47,84.2,9/6/2022
15,1570,1570,0,1194.47,1109.5,84.97,9/6/2022
16,1570,1570,0,1195.27,1109.54,85.73,9/6/2022
17,1570,1570,0,1196.05,1109.47,86.58,9/6/2022
18,1570,1570,0,1196.82,1109.52,87.3,9/6/2022
19,1570,1570,0,1197.58,1109.46,88.12,9/6/2022
20,1570,1570,0,1198.32,1109.49,88.83,9/6/2022
21,1560,1560,0,1199.06,1109.48,89.58,9/6/2022
22,1570,1570,0,1199.76,1109.51,90.25,9/6/2022
23,1580,1580,0,1199.46,1109.54,89.92,9/6/2022
24,1580,1580,0,1199.1,1109.57,89.53,9/6/2022
,,,,,,,9/6/2022
AVG,1565,1565,0,1195.9,1109.49,86.41,9/6/2022
,,,,,,,9/6/2022
MAX,1580,1580,0,1199.76,1109.57,90.25,9/6/2022
MIN,1550,1550,0,1190.76,1109.45,81.29,9/6/2022
1,1580,1580,0,1198.73,1109.52,89.21,9/7/2022
2,1590,1590,0,1198.35,1109.51,88.84,9/7/2022
3,1590,1590,0,1197.98,1109.51,88.47,9/7/2022
4,1580,1580,0,1197.61,1109.53,88.08,9/7/2022
5,1570,1570,0,1196.95,1109.49,87.46,9/7/2022
6,1570,1570,0,1195.8,1109.46,86.34,9/7/2022
7,1570,1570,0,1194.65,1109.48,85.17,9/7/2022
8,1560,1560,0,1193.46,1109.47,83.99,9/7/2022
9,1550,1550,0,1192.25,1109.43,82.82,9/7/2022
10,1530,1530,0,1191.02,1109.46,81.56,9/7/2022
11,1520,1520,0,1191.64,1109.46,82.18,9/7/2022
12,1550,1550,0,1192.53,1109.45,83.08,9/7/2022
13,1560,1560,0,1193.37,1109.48,83.89,9/7/2022
14,1560,1560,0,1194.19,1109.49,84.7,9/7/2022
15,1560,1560,0,1195.01,1109.49,85.52,9/7/2022
16,1560,1560,0,1195.8,1109.51,86.29,9/7/2022
17,1560,1560,0,1196.59,1109.47,87.12,9/7/2022
18,1560,1560,0,1197.36,1109.53,87.83,9/7/2022
19,1560,1560,0,1198.09,1109.53,88.56,9/7/2022
20,1580,1580,0,1198.84,1109.48,89.36,9/7/2022
21,1580,1580,0,1199.56,1109.51,90.05,9/7/2022
22,1580,1580,0,1200.24,1109.5,90.74,9/7/2022
23,1580,1580,0,1200.02,1109.48,90.54,9/7/2022
24,1570,1570,0,1199.7,1109.55,90.15,9/7/2022
,,,,,,,9/7/2022
AVG,1565,1565,0,1196.24,1109.49,86.75,9/7/2022
,,,,,,,9/7/2022
MAX,1590,1590,0,1200.24,1109.55,90.74,9/7/2022
MIN,1520,1520,0,1191.02,1109.43,81.56,9/7/2022
1,1570,1570,0,1199.37,1109.47,89.9,9/8/2022
2,1580,1580,0,1199.04,1109.5,89.54,9/8/2022
3,1570,1570,0,1198.71,1109.51,89.2,9/8/2022
4,1570,1570,0,1198.38,1109.46,88.92,9/8/2022
5,1580,1580,0,1197.31,1109.49,87.82,9/8/2022
6,1570,1570,0,1196.19,1109.5,86.69,9/8/2022
7,1560,1560,0,1195.03,1109.44,85.59,9/8/2022
8,1530,1530,0,1193.86,1109.45,84.41,9/8/2022
9,1560,1560,0,1192.65,1109.47,83.18,9/8/2022
10,1560,1560,0,1191.42,1109.48,81.94,9/8/2022
11,1550,1550,0,1192.07,1109.48,82.59,9/8/2022
12,1580,1580,0,1192.9,1109.48,83.42,9/8/2022
13,1580,1580,0,1193.72,1109.5,84.22,9/8/2022
14,1580,1580,0,1194.53,1109.55,84.98,9/8/2022
15,1570,1570,0,1195.3,1109.48,85.82,9/8/2022
16,1580,1580,0,1196.07,1109.47,86.6,9/8/2022
17,1580,1580,0,1196.84,1109.51,87.33,9/8/2022
18,1600,1600,0,1197.59,1109.55,88.04,9/8/2022
19,1600,1600,0,1198.32,1109.56,88.76,9/8/2022
20,1590,1590,0,1199.04,1109.54,89.5,9/8/2022
21,1590,1590,0,1199.75,1109.51,90.24,9/8/2022
22,1600,1600,0,1200.42,1109.56,90.86,9/8/2022
23,1600,1600,0,1200.1,1109.55,90.55,9/8/2022
24,1590,1590,0,1199.75,1109.53,90.22,9/8/2022
,,,,,,,9/8/2022
AVG,1577,1577,0,1196.6,1109.5,87.1,9/8/2022
,,,,,,,9/8/2022
MAX,1600,1600,0,1200.42,1109.56,90.86,9/8/2022
MIN,1530,1530,0,1191.42,1109.44,81.94,9/8/2022
1,1610,1610,0,1199.32,1109.57,89.75,9/9/2022
2,1600,1600,0,1198.9,1109.51,89.39,9/9/2022
3,1590,1590,0,1198.49,1109.51,88.98,9/9/2022
4,1600,1600,0,1198.06,1109.52,88.54,9/9/2022
5,1600,1600,0,1196.96,1109.55,87.41,9/9/2022
6,1580,1580,0,1195.81,1109.53,86.28,9/9/2022
7,1570,1570,0,1194.65,1109.48,85.17,9/9/2022
8,1560,1560,0,1193.45,1109.46,83.99,9/9/2022
9,1560,1560,0,1192.23,1109.5,82.73,9/9/2022
10,1560,1560,0,1190.97,1109.47,81.5,9/9/2022
11,1570,1570,0,1191.65,1109.53,82.12,9/9/2022
12,1560,1560,0,1192.5,1109.5,83,9/9/2022
13,1570,1570,0,1193.32,1109.53,83.79,9/9/2022
14,1580,1580,0,1194.14,1109.48,84.66,9/9/2022
15,1560,1560,0,1194.94,1109.53,85.41,9/9/2022
16,1590,1590,0,1195.72,1109.54,86.18,9/9/2022
17,1600,1600,0,1196.49,1109.56,86.93,9/9/2022
18,1590,1590,0,1197.24,1109.56,87.68,9/9/2022
19,1590,1590,0,1197.99,1109.53,88.46,9/9/2022
20,1600,1600,0,1198.72,1109.53,89.19,9/9/2022
21,1600,1600,0,1199.45,1109.57,89.88,9/9/2022
22,1600,1600,0,1200.12,1109.6,90.52,9/9/2022
23,1600,1600,0,1199.79,1109.57,90.22,9/9/2022
24,1600,1600,0,1199.35,1109.58,89.77,9/9/2022
,,,,,,,9/9/2022
AVG,1585,1585,0,1196.26,1109.53,86.73,9/9/2022
,,,,,,,9/9/2022
MAX,1610,1610,0,1200.12,1109.6,90.52,9/9/2022
MIN,1560,1560,0,1190.97,1109.46,81.5,9/9/2022
1,1600,1600,0,1198.92,1109.57,89.35,9/10/2022
2,1600,1600,0,1198.47,1109.51,88.96,9/10/2022
3,1600,1600,0,1198.02,1109.54,88.48,9/10/2022
4,1580,1580,0,1197.58,1109.49,88.09,9/10/2022
5,1590,1590,0,1196.54,1109.53,87.01,9/10/2022
6,1580,1580,0,1195.37,1109.54,85.83,9/10/2022
7,1570,1570,0,1194.19,1109.53,84.66,9/10/2022
8,1570,1570,0,1192.98,1109.5,83.48,9/10/2022
9,1570,1570,0,1191.74,1109.47,82.27,9/10/2022
10,1560,1560,0,1190.48,1109.45,81.03,9/10/2022
11,1550,1550,0,1191.16,1109.45,81.71,9/10/2022
12,1560,1560,0,1192.01,1109.51,82.5,9/10/2022
13,1570,1570,0,1192.86,1109.52,83.34,9/10/2022
14,1560,1560,0,1193.69,1109.51,84.18,9/10/2022
15,1580,1580,0,1194.5,1109.53,84.97,9/10/2022
16,1570,1570,0,1195.29,1109.53,85.76,9/10/2022
17,1590,1590,0,1196.11,1109.58,86.53,9/10/2022
18,1580,1580,0,1196.89,1109.5,87.39,9/10/2022
19,1580,1580,0,1197.64,1109.51,88.13,9/10/2022
20,1590,1590,0,1198.39,1109.49,88.9,9/10/2022
21,1600,1600,0,1199.11,1109.52,89.59,9/10/2022
22,1600,1600,0,1199.86,1109.58,90.28,9/10/2022
23,1600,1600,0,1199.52,1109.55,89.97,9/10/2022
24,1600,1600,0,1199.05,1109.57,89.48,9/10/2022
,,,,,,,9/10/2022
AVG,1581,1581,0,1195.85,1109.52,86.33,9/10/2022
,,,,,,,9/10/2022
MAX,1600,1600,0,1199.86,1109.58,90.28,9/10/2022
MIN,1550,1550,0,1190.48,1109.45,81.03,9/10/2022
1,1600,1600,0,1198.59,1109.54,89.05,9/11/2022
2,1600,1600,0,1198.11,1109.52,88.59,9/11/2022
3,1590,1590,0,1197.63,1109.49,88.14,9/11/2022
4,1580,1580,0,1197.15,1109.53,87.62,9/11/2022
5,1580,1580,0,1196.68,1109.48,87.2,9/11/2022
6,1580,1580,0,1195.61,1109.48,86.13,9/11/2022
7,1570,1570,0,1194.43,1109.5,84.93,9/11/2022
8,1570,1570,0,1193.24,1109.5,83.74,9/11/2022
9,1560,1560,0,1192.02,1109.5,82.52,9/11/2022
10,1560,1560,0,1190.78,1109.49,81.29,9/11/2022
11,1570,1570,0,1191.43,1109.5,81.93,9/11/2022
12,1580,1580,0,1192.27,1109.53,82.74,9/11/2022
13,1560,1560,0,1193.12,1109.48,83.64,9/11/2022
14,1580,1580,0,1193.95,1109.5,84.45,9/11/2022
15,1590,1590,0,1194.77,1109.52,85.25,9/11/2022
16,1600,1600,0,1195.56,1109.5,86.06,9/11/2022
17,1600,1600,0,1196.33,1109.54,86.79,9/11/2022
18,1600,1600,0,1197.11,1109.58,87.53,9/11/2022
19,1580,1580,0,1197.85,1109.53,88.32,9/11/2022
20,1590,1590,0,1198.6,1109.54,89.06,9/11/2022
21,1580,1580,0,1199.31,1109.51,89.8,9/11/2022
22,1600,1600,0,1200,1109.54,90.46,9/11/2022
23,1600,1600,0,1199.63,1109.53,90.1,9/11/2022
24,1600,1600,0,1199.13,1109.57,89.56,9/11/2022
,,,,,,,9/11/2022
AVG,1584,1584,0,1195.97,1109.52,86.45,9/11/2022
,,,,,,,9/11/2022
MAX,1600,1600,0,1200,1109.58,90.46,9/11/2022
MIN,1560,1560,0,1190.78,1109.48,81.29,9/11/2022
1,1600,1600,0,1198.71,1109.57,89.14,9/12/2022
2,1600,1600,0,1198.27,1109.51,88.76,9/12/2022
3,1600,1600,0,1197.81,1109.57,88.24,9/12/2022
4,1600,1600,0,1197.38,1109.56,87.82,9/12/2022
5,1590,1590,0,1196.93,1109.54,87.39,9/12/2022
6,1590,1590,0,1195.82,1109.56,86.26,9/12/2022
7,1580,1580,0,1194.66,1109.54,85.12,9/12/2022
8,1570,1570,0,1193.46,1109.49,83.97,9/12/2022
9,1560,1560,0,1192.25,1109.47,82.78,9/12/2022
10,1560,1560,0,1191,1109.45,81.55,9/12/2022
11,1560,1560,0,1191.66,1109.5,82.16,9/12/2022
12,1570,1570,0,1192.52,1109.51,83.01,9/12/2022
13,1580,1580,0,1193.36,1109.51,83.85,9/12/2022
14,1580,1580,0,1194.19,1109.51,84.68,9/12/2022
15,1580,1580,0,1195,1109.52,85.48,9/12/2022
16,1580,1580,0,1195.79,1109.55,86.24,9/12/2022
17,1600,1600,0,1196.58,1109.57,87.01,9/12/2022
18,1590,1590,0,1197.35,1109.49,87.86,9/12/2022
19,1600,1600,0,1198.09,1109.53,88.56,9/12/2022
20,1600,1600,0,1198.83,1109.52,89.31,9/12/2022
21,1610,1610,0,1199.56,1109.54,90.02,9/12/2022
22,1600,1600,0,1200.23,1109.55,90.68,9/12/2022
23,1600,1600,0,1199.89,1109.52,90.37,9/12/2022
24,1600,1600,0,1199.46,1109.56,89.9,9/12/2022
,,,,,,,9/12/2022
AVG,1588,1588,0,1196.2,1109.53,86.67,9/12/2022
,,,,,,,9/12/2022
MAX,1610,1610,0,1200.23,1109.57,90.68,9/12/2022
MIN,1560,1560,0,1191,1109.45,81.55,9/12/2022
1,1600,1600,0,1198.96,1109.53,89.43,9/13/2022
2,1590,1590,0,1198.44,1109.54,88.9,9/13/2022
3,1600,1600,0,1197.92,1109.54,88.38,9/13/2022
4,1590,1590,0,1197.41,1109.52,87.89,9/13/2022
5,1590,1590,0,1196.88,1109.49,87.39,9/13/2022
6,1590,1590,0,1195.79,1109.5,86.29,9/13/2022
7,1580,1580,0,1194.62,1109.48,85.14,9/13/2022
8,1580,1580,0,1193.41,1109.47,83.94,9/13/2022
9,1560,1560,0,1192.19,1109.49,82.7,9/13/2022
10,1560,1560,0,1190.95,1109.48,81.47,9/13/2022
11,1570,1570,0,1191.62,1109.48,82.14,9/13/2022
12,1570,1570,0,1192.48,1109.47,83.01,9/13/2022
13,1560,1560,0,1193.33,1109.52,83.81,9/13/2022
14,1570,1570,0,1194.15,1109.52,84.63,9/13/2022
15,1580,1580,0,1194.96,1109.54,85.42,9/13/2022
16,1590,1590,0,1195.77,1109.54,86.23,9/13/2022
17,1580,1580,0,1196.55,1109.47,87.08,9/13/2022
18,1600,1600,0,1197.32,1109.56,87.76,9/13/2022
19,1580,1580,0,1198.07,1109.5,88.57,9/13/2022
20,1610,1610,0,1198.82,1109.52,89.3,9/13/2022
21,1590,1590,0,1199.56,1109.55,90.01,9/13/2022
22,1610,1610,0,1200.24,1109.51,90.73,9/13/2022
23,1610,1610,0,1199.9,1109.52,90.38,9/13/2022
24,1600,1600,0,1199.47,1109.58,89.89,9/13/2022
,,,,,,,9/13/2022
AVG,1586,1586,0,1196.2,1109.51,86.69,9/13/2022
,,,,,,,9/13/2022
MAX,1610,1610,0,1200.24,1109.58,90.73,9/13/2022
MIN,1560,1560,0,1190.95,1109.47,81.47,9/13/2022
1,1590,1590,0,1199,1109.53,89.47,9/14/2022
2,1600,1600,0,1198.55,1109.56,88.99,9/14/2022
3,1600,1600,0,1198.09,1109.52,88.57,9/14/2022
4,1600,1600,0,1197.61,1109.5,88.11,9/14/2022
5,1590,1590,0,1196.68,1109.52,87.16,9/14/2022
6,1600,1600,0,1195.52,1109.46,86.06,9/14/2022
7,1580,1580,0,1194.33,1109.5,84.83,9/14/2022
8,1580,1580,0,1193.12,1109.51,83.61,9/14/2022
9,1560,1560,0,1191.9,1109.45,82.45,9/14/2022
10,1550,1550,0,1190.65,1109.48,81.17,9/14/2022
11,1560,1560,0,1191.33,1109.46,81.87,9/14/2022
12,1560,1560,0,1192.19,1109.47,82.72,9/14/2022
13,1570,1570,0,1193.05,1109.49,83.56,9/14/2022
14,1570,1570,0,1193.88,1109.52,84.36,9/14/2022
15,1590,1590,0,1194.8,1109.5,85.3,9/14/2022
16,1590,1590,0,1195.62,1109.5,86.12,9/14/2022
17,1590,1590,0,1196.4,1109.5,86.9,9/14/2022
18,1600,1600,0,1197.18,1109.53,87.65,9/14/2022
19,1600,1600,0,1197.95,1109.49,88.46,9/14/2022
20,1580,1580,0,1198.69,1109.51,89.18,9/14/2022
21,1590,1590,0,1199.42,1109.54,89.88,9/14/2022
22,1610,1610,0,1200.11,1109.57,90.54,9/14/2022
23,1600,1600,0,1199.89,1109.53,90.36,9/14/2022
24,1600,1600,0,1199.56,1109.58,89.98,9/14/2022
,,,,,,,9/14/2022
AVG,1586,1586,0,1196.06,1109.51,86.55,9/14/2022
,,,,,,,9/14/2022
