,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,Forebay Elevation,Tailwater Elevation,Average Head,Hope Gage Elevation,Date,0
4614,4,8.0,8.0,0.0,2061.7,2031.7,30.0,,2022-09-13,
4615,5,8.1,8.1,0.0,2061.7,2031.7,30.0,,2022-09-13,
4616,6,8.1,8.1,0.0,2061.7,2031.7,30.0,,2022-09-13,
4617,7,8.1,8.1,0.0,2061.6,2031.7,29.9,,2022-09-13,
4618,8,8.1,8.1,0.0,2061.7,2031.6,30.1,2062.14,2022-09-13,
4619,9,8.0,8.0,0.0,2061.7,2031.6,30.1,,2022-09-13,
4620,10,8.0,8.0,0.0,2061.7,2031.6,30.1,,2022-09-13,
4621,11,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-13,
4622,12,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-13,
4623,13,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-13,
4624,14,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-13,
4625,15,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-13,
4626,16,8.1,8.1,0.0,2061.6,2031.6,30.0,2062.12,2022-09-13,
4627,17,8.1,8.1,0.0,2061.6,2031.5,30.1,,2022-09-13,
4628,18,8.1,8.1,0.0,2061.6,2031.6,30.0,,2022-09-13,
4629,19,8.0,8.0,0.0,2061.6,2031.6,30.0,,2022-09-13,
4630,20,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-13,
4631,21,8.0,8.0,0.0,2061.7,2031.6,30.1,,2022-09-13,
4632,22,8.0,8.0,0.0,2061.7,2031.6,30.1,,2022-09-13,
4633,23,8.0,8.0,0.0,2061.7,2031.6,30.1,,2022-09-13,
4634,24,8.0,8.0,0.0,2061.7,2031.6,30.1,2062.14,2022-09-13,
4635,,,,,,,,,2022-09-13,
4636,AVG,8.05,8.05,0.0,2061.67,2031.62,30.04,2062.13,2022-09-13,
4637,,,,,,,,,2022-09-13,
4638,MAX,8.1,8.1,0.0,2061.7,2031.7,30.1,2062.14,2022-09-13,
4639,MIN,8.0,8.0,0.0,2061.6,2031.5,29.9,2062.12,2022-09-13,
4640,1,8.0,8.0,0.0,2061.7,2031.6,30.1,,2022-09-14,
4641,2,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-14,
4642,3,8.1,8.1,0.0,2061.7,2031.7,30.0,,2022-09-14,
4643,4,8.0,8.0,0.0,2061.7,2031.7,30.0,,2022-09-14,
4644,5,8.0,8.0,0.0,2061.7,2031.7,30.0,,2022-09-14,
4645,6,8.1,8.1,0.0,2061.7,2031.7,30.0,,2022-09-14,
4646,7,8.1,8.1,0.0,2061.7,2031.7,30.0,,2022-09-14,
4647,8,8.0,8.0,0.0,2061.7,2031.7,30.0,2062.11,2022-09-14,
4648,9,8.0,8.0,0.0,2061.8,2031.7,30.1,,2022-09-14,
4649,10,7.9,7.9,0.0,2061.7,2031.7,30.0,,2022-09-14,
4650,11,8.0,8.0,0.0,2061.7,2031.7,30.0,,2022-09-14,
4651,12,8.0,8.0,0.0,2061.8,2031.7,30.1,,2022-09-14,
4652,13,8.1,8.1,0.0,2061.7,2031.7,30.0,,2022-09-14,
4653,14,8.0,8.0,0.0,2061.7,2031.7,30.0,,2022-09-14,
4654,15,8.1,8.1,0.0,2061.8,2031.7,30.1,,2022-09-14,
4655,16,8.1,8.1,0.0,2061.7,2031.7,30.0,2062.13,2022-09-14,
4656,17,8.0,8.0,0.0,2061.8,2031.7,30.1,,2022-09-14,
4657,18,8.1,8.1,0.0,2061.7,2031.8,29.9,,2022-09-14,
4658,19,8.0,8.0,0.0,2061.7,2031.8,29.9,,2022-09-14,
4659,20,8.0,8.0,0.0,2061.7,2031.7,30.0,,2022-09-14,
4660,21,8.0,8.0,0.0,2061.7,2031.7,30.0,,2022-09-14,
4661,22,8.1,8.1,0.0,2061.7,2031.7,30.0,,2022-09-14,
4662,23,8.0,8.0,0.0,2061.7,2031.7,30.0,,2022-09-14,
4663,24,8.0,8.0,0.0,2061.7,2031.6,30.1,2062.17,2022-09-14,
4664,,,,,,,,,2022-09-14,
4665,AVG,8.03,8.03,0.0,2061.72,2031.7,30.02,2062.14,2022-09-14,
4666,,,,,,,,,2022-09-14,
4667,MAX,8.1,8.1,0.0,2061.8,2031.8,30.1,2062.17,2022-09-14,
4668,MIN,7.9,7.9,0.0,2061.7,2031.6,29.9,2062.11,2022-09-14,
4669,1,8.0,8.0,0.0,2061.7,2031.6,30.1,,2022-09-15,
4670,2,8.0,8.0,0.0,2061.7,2031.6,30.1,,2022-09-15,
4671,3,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-15,
4672,4,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-15,
4673,5,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-15,
4674,6,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-15,
4675,7,8.1,8.1,0.0,2061.7,2031.6,30.1,,2022-09-15,
4676,8,8.1,8.1,0.0,2061.7,2031.6,30.1,2062.16,2022-09-15,
4677,9,8.0,8.0,0.0,2061.7,2031.6,30.1,,2022-09-15,
4678,10,7.9,7.9,0.0,2061.7,2031.6,30.1,,2022-09-15,
4679,11,7.4,7.4,0.0,2061.7,2031.5,30.2,,2022-09-15,
4680,12,7.4,7.4,0.0,2061.7,2031.5,30.2,,2022-09-15,
4681,13,7.4,7.4,0.0,2061.7,2031.5,30.2,,2022-09-15,
4682,14,7.4,7.4,0.0,2061.7,2031.5,30.2,,2022-09-15,
4683,15,7.4,7.4,0.0,2061.7,2031.5,30.2,,2022-09-15,
4684,16,7.4,7.4,0.0,2061.7,2031.5,30.2,2062.17,2022-09-15,
4685,17,7.4,7.4,0.0,2061.7,2031.5,30.2,,2022-09-15,
4686,18,7.4,7.4,0.0,2061.7,2031.4,30.3,,2022-09-15,
4687,19,7.4,7.4,0.0,2061.7,2031.4,30.3,,2022-09-15,
4688,20,7.4,7.4,0.0,2061.7,2031.4,30.3,,2022-09-15,
4689,21,7.4,7.4,0.0,2061.7,2031.4,30.3,,2022-09-15,
4690,22,7.3,7.3,0.0,2061.7,2031.4,30.3,,2022-09-15,
4691,23,7.3,7.3,0.0,2061.7,2031.4,30.3,,2022-09-15,
4692,24,7.4,7.4,0.0,2061.7,2031.4,30.3,2062.22,2022-09-15,
4693,,,,,,,,,2022-09-15,
4694,AVG,7.66,7.66,0.0,2061.7,2031.51,30.19,2062.18,2022-09-15,
4695,,,,,,,,,2022-09-15,
4696,MAX,8.1,8.1,0.0,2061.7,2031.6,30.3,2062.22,2022-09-15,
4697,MIN,7.3,7.3,0.0,2061.7,2031.4,30.1,2062.16,2022-09-15,
4698,1,7.4,7.4,0.0,2061.7,2031.4,30.3,,2022-09-16,
4699,2,7.4,7.4,0.0,2061.8,2031.4,30.4,,2022-09-16,
4700,3,7.4,7.4,0.0,2061.7,2031.4,30.3,,2022-09-16,
4701,4,7.3,7.3,0.0,2061.8,2031.4,30.4,,2022-09-16,
4702,5,7.4,7.4,0.0,2061.8,2031.4,30.4,,2022-09-16,
4703,6,7.4,7.4,0.0,2061.8,2031.4,30.4,,2022-09-16,
4704,7,7.5,7.5,0.0,2061.8,2031.4,30.4,,2022-09-16,
4705,8,7.3,7.3,0.0,2061.8,2031.4,30.4,2062.22,2022-09-16,
4706,9,7.3,7.3,0.0,2061.8,2031.4,30.4,,2022-09-16,
4707,10,7.3,7.3,0.0,2061.7,2031.4,30.3,,2022-09-16,
4708,11,7.4,7.4,0.0,2061.7,2031.4,30.3,,2022-09-16,
4709,12,7.4,7.4,0.0,2061.7,2031.4,30.3,,2022-09-16,
4710,13,7.4,7.4,0.0,2061.7,2031.4,30.3,,2022-09-16,
4711,14,7.4,7.4,0.0,2061.7,2031.4,30.3,,2022-09-16,
4712,15,7.4,7.4,0.0,2061.7,2031.3,30.4,,2022-09-16,
4713,16,7.4,7.4,0.0,2061.7,2031.3,30.4,2062.21,2022-09-16,
4714,17,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-16,
4715,18,7.6,7.6,0.0,2061.7,2031.3,30.4,,2022-09-16,
4716,19,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-16,
4717,20,7.6,7.6,0.0,2061.8,2031.3,30.5,,2022-09-16,
4718,21,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-16,
4719,22,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-16,
4720,23,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-16,
4721,24,7.5,7.5,0.0,2061.7,2031.3,30.4,2062.22,2022-09-16,
4722,,,,,,,,,2022-09-16,
4723,AVG,7.43,7.43,0.0,2061.73,2031.36,30.37,2062.22,2022-09-16,
4724,,,,,,,,,2022-09-16,
4725,MAX,7.6,7.6,0.0,2061.8,2031.4,30.5,2062.22,2022-09-16,
4726,MIN,7.3,7.3,0.0,2061.7,2031.3,30.3,2062.21,2022-09-16,
4727,1,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-17,
4728,2,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-17,
4729,3,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-17,
4730,4,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-17,
4731,5,7.6,7.6,0.0,2061.7,2031.3,30.4,,2022-09-17,
4732,6,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-17,
4733,7,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-17,
4734,8,7.5,7.5,0.0,2061.8,2031.3,30.5,2062.21,2022-09-17,
4735,9,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-17,
4736,10,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-17,
4737,11,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-17,
4738,12,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-17,
4739,13,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-17,
4740,14,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-17,
4741,15,7.6,7.6,0.0,2061.7,2031.3,30.4,,2022-09-17,
4742,16,7.6,7.6,0.0,2061.7,2031.3,30.4,2062.2,2022-09-17,
4743,17,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-17,
4744,18,7.6,7.6,0.0,2061.7,2031.3,30.4,,2022-09-17,
4745,19,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-17,
4746,20,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-17,
4747,21,7.4,7.4,0.0,2061.7,2031.3,30.4,,2022-09-17,
4748,22,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-17,
4749,23,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-17,
4750,24,7.5,7.5,0.0,2061.8,2031.3,30.5,2062.18,2022-09-17,
4751,,,,,,,,,2022-09-17,
4752,AVG,7.51,7.51,0.0,2061.74,2031.3,30.44,2062.2,2022-09-17,
4753,,,,,,,,,2022-09-17,
4754,MAX,7.6,7.6,0.0,2061.8,2031.3,30.5,2062.21,2022-09-17,
4755,MIN,7.4,7.4,0.0,2061.7,2031.3,30.4,2062.18,2022-09-17,
4756,1,7.6,7.6,0.0,2061.7,2031.3,30.4,,2022-09-18,
4757,2,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-18,
4758,3,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-18,
4759,4,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-18,
4760,5,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-18,
4761,6,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-18,
4762,7,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-18,
4763,8,7.5,7.5,0.0,2061.8,2031.3,30.5,2062.16,2022-09-18,
4764,9,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-18,
4765,10,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-18,
4766,11,7.5,7.5,0.0,2061.9,2031.3,30.6,,2022-09-18,
4767,12,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-18,
4768,13,7.5,7.5,0.0,2061.8,2031.3,30.5,,2022-09-18,
4769,14,7.6,7.6,0.0,2061.7,2031.3,30.4,,2022-09-18,
4770,15,7.6,7.6,0.0,2061.7,2031.3,30.4,,2022-09-18,
4771,16,7.5,7.5,0.0,2061.7,2031.3,30.4,2062.17,2022-09-18,
4772,17,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-18,
4773,18,7.6,7.6,0.0,2061.7,2031.3,30.4,,2022-09-18,
4774,19,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-18,
4775,20,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-18,
4776,21,7.5,7.5,0.0,2061.7,2031.3,30.4,,2022-09-18,
4777,22,7.4,7.4,0.0,2061.7,2031.3,30.4,,2022-09-18,
4778,23,7.4,7.4,0.0,2061.7,2031.4,30.3,,2022-09-18,
4779,24,7.5,7.5,0.0,2061.7,2031.4,30.3,2062.16,2022-09-18,
4780,,,,,,,,,2022-09-18,
4781,AVG,7.51,7.51,0.0,2061.75,2031.31,30.44,2062.16,2022-09-18,
4782,,,,,,,,,2022-09-18,
4783,MAX,7.6,7.6,0.0,2061.9,2031.4,30.6,2062.17,2022-09-18,
4784,MIN,7.4,7.4,0.0,2061.7,2031.3,30.3,2062.16,2022-09-18,
4785,1,9.8,9.8,0.0,2061.6,2031.7,29.9,,2022-09-19,
4786,2,11.8,11.8,0.0,2061.6,2032.2,29.4,,2022-09-19,
4787,3,12.1,12.1,0.0,2061.6,2032.3,29.3,,2022-09-19,
4788,4,12.1,12.1,0.0,2061.6,2032.3,29.3,,2022-09-19,
4789,5,12.2,12.2,0.0,2061.6,2032.4,29.2,,2022-09-19,
4790,6,12.1,12.1,0.0,2061.6,2032.5,29.1,,2022-09-19,
4791,7,12.3,12.3,0.0,2061.6,2032.5,29.1,,2022-09-19,
4792,8,12.5,12.5,0.0,2061.6,2032.6,29.0,2062.16,2022-09-19,
4793,9,12.3,12.3,0.0,2061.6,2032.6,29.0,,2022-09-19,
4794,10,12.0,12.0,0.0,2061.6,2032.6,29.0,,2022-09-19,
4795,11,12.4,10.6,1.8,2061.6,2032.6,29.0,,2022-09-19,
4796,12,12.2,10.1,2.1,2061.6,2032.6,29.0,,2022-09-19,
4797,13,12.1,10.0,2.1,2061.6,2032.6,29.0,,2022-09-19,
4798,14,12.1,9.2,2.9,2061.6,2032.5,29.1,,2022-09-19,
4799,15,12.0,8.8,3.2,2061.6,2032.5,29.1,,2022-09-19,
4800,16,12.0,8.8,3.2,2061.6,2032.5,29.1,2062.14,2022-09-19,
4801,17,11.9,8.7,3.2,2061.6,2032.5,29.1,,2022-09-19,
4802,18,12.0,8.8,3.2,2061.6,2032.6,29.0,,2022-09-19,
4803,19,13.8,10.6,3.2,2061.6,2032.8,28.8,,2022-09-19,
4804,20,15.9,12.7,3.2,2061.5,2033.2,28.3,,2022-09-19,
4805,21,16.0,12.8,3.2,2061.5,2033.3,28.2,,2022-09-19,
4806,22,16.0,12.8,3.2,2061.5,2033.4,28.1,,2022-09-19,
4807,23,16.0,12.8,3.2,2061.6,2033.4,28.2,,2022-09-19,
4808,24,16.0,12.8,3.2,2061.6,2033.4,28.2,2062.13,2022-09-19,
4809,,,,,,,,,2022-09-19,
4810,AVG,12.9,11.2,1.7,2061.59,2032.65,28.94,2062.14,2022-09-19,
4811,,,,,,,,,2022-09-19,
4812,MAX,16.0,12.8,3.2,2061.6,2033.4,29.9,2062.16,2022-09-19,
4813,MIN,9.8,8.7,0.0,2061.5,2031.7,28.1,2062.13,2022-09-19,
4814,1,16.1,12.9,3.2,2061.6,2033.4,28.2,,2022-09-20,
4815,2,16.0,12.8,3.2,2061.6,2033.5,28.1,,2022-09-20,
4816,3,15.9,12.7,3.2,2061.6,2033.5,28.1,,2022-09-20,
4817,4,16.1,12.9,3.2,2061.6,2033.5,28.1,,2022-09-20,
4818,5,16.2,13.0,3.2,2061.6,2033.6,28.0,,2022-09-20,
4819,6,15.9,12.7,3.2,2061.6,2033.6,28.0,,2022-09-20,
4820,7,14.1,10.9,3.2,2061.6,2033.4,28.2,,2022-09-20,
4821,8,12.2,9.0,3.2,2061.7,2033.1,28.6,2062.05,2022-09-20,
4822,9,12.1,8.9,3.2,2061.7,2033.1,28.6,,2022-09-20,
4823,10,12.2,9.0,3.2,2061.7,2033.0,28.7,,2022-09-20,
4824,11,12.2,9.0,3.2,2061.7,2033.0,28.7,,2022-09-20,
4825,12,12.3,9.1,3.2,2061.7,2033.0,28.7,,2022-09-20,
4826,13,12.3,9.1,3.2,2061.6,2033.0,28.6,,2022-09-20,
4827,14,12.1,8.9,3.2,2061.6,2032.9,28.7,,2022-09-20,
4828,15,12.0,8.8,3.2,2061.6,2032.9,28.7,,2022-09-20,
4829,16,12.0,8.8,3.2,2061.6,2032.9,28.7,2062.02,2022-09-20,
4830,17,12.1,8.9,3.2,2061.6,2032.9,28.7,,2022-09-20,
4831,18,12.1,8.9,3.2,2061.5,2033.0,28.5,,2022-09-20,
4832,19,13.5,10.3,3.2,2061.4,2033.2,28.2,,2022-09-20,
4833,20,15.6,12.4,3.2,2061.4,2033.4,28.0,,2022-09-20,
4834,21,15.9,12.7,3.2,2061.4,2033.4,28.0,,2022-09-20,
4835,22,16.0,12.8,3.2,2061.5,2033.5,28.0,,2022-09-20,
4836,23,16.0,12.8,3.2,2061.5,2033.5,28.0,,2022-09-20,
4837,24,16.0,12.8,3.2,2061.5,2033.5,28.0,2061.99,2022-09-20,
4838,,,,,,,,,2022-09-20,
4839,AVG,14.04,10.84,3.2,2061.58,2033.24,28.34,2062.02,2022-09-20,
4840,,,,,,,,,2022-09-20,
4841,MAX,16.2,13.0,3.2,2061.7,2033.6,28.7,2062.05,2022-09-20,
4842,MIN,12.0,8.8,3.2,2061.4,2032.9,28.0,2061.99,2022-09-20,
4843,1,16.1,12.9,3.2,2061.5,2033.5,28.0,,2022-09-21,
4844,2,15.9,12.7,3.2,2061.5,2033.5,28.0,,2022-09-21,
4845,3,16.0,12.8,3.2,2061.5,2033.5,28.0,,2022-09-21,
4846,4,16.0,12.8,3.2,2061.5,2033.5,28.0,,2022-09-21,
4847,5,16.0,12.8,3.2,2061.5,2033.6,27.9,,2022-09-21,
4848,6,16.0,12.8,3.2,2061.6,2033.6,28.0,,2022-09-21,
4849,7,14.0,10.8,3.2,2061.6,2033.3,28.3,,2022-09-21,
4850,8,12.4,9.2,3.2,2061.6,2033.1,28.5,2061.9,2022-09-21,
4851,9,12.3,9.1,3.2,2061.6,2033.0,28.6,,2022-09-21,
4852,10,12.2,9.0,3.2,2061.6,2033.0,28.6,,2022-09-21,
4853,11,12.4,9.2,3.2,2061.6,2033.0,28.6,,2022-09-21,
4854,12,12.4,9.2,3.2,2061.6,2033.0,28.6,,2022-09-21,
4855,13,12.5,9.3,3.2,2061.6,2032.9,28.7,,2022-09-21,
4856,14,12.4,9.2,3.2,2061.6,2032.9,28.7,,2022-09-21,
4857,15,12.3,9.1,3.2,2061.5,2032.9,28.6,,2022-09-21,
4858,16,12.2,9.0,3.2,2061.5,2032.8,28.7,2061.93,2022-09-21,
4859,17,12.3,9.1,3.2,2061.4,2032.8,28.6,,2022-09-21,
4860,18,12.2,9.0,3.2,2061.4,2032.9,28.5,,2022-09-21,
4861,19,13.6,10.4,3.2,2061.4,2033.0,28.4,,2022-09-21,
4862,20,15.6,12.4,3.2,2061.3,2033.3,28.0,,2022-09-21,
4863,21,15.7,12.5,3.2,2061.3,2033.3,28.0,,2022-09-21,
4864,22,15.7,12.5,3.2,2061.4,2033.3,28.1,,2022-09-21,
4865,23,15.7,12.5,3.2,2061.4,2033.4,28.0,,2022-09-21,
4866,24,15.7,12.5,3.2,2061.4,2033.4,28.0,2061.9,2022-09-21,
4867,,,,,,,,,2022-09-21,
4868,AVG,14.07,10.87,3.2,2061.5,2033.19,28.31,2061.91,2022-09-21,
4869,,,,,,,,,2022-09-21,
4870,MAX,16.1,12.9,3.2,2061.6,2033.6,28.7,2061.93,2022-09-21,
4871,MIN,12.2,9.0,3.2,2061.3,2032.8,27.9,2061.9,2022-09-21,
4872,1,15.8,12.6,3.2,2061.4,2033.5,27.9,,2022-09-22,
4873,2,15.8,12.6,3.2,2061.3,2033.5,27.8,,2022-09-22,
4874,3,15.9,12.7,3.2,2061.3,2033.5,27.8,,2022-09-22,
4875,4,15.7,12.5,3.2,2061.3,2033.5,27.8,,2022-09-22,
4876,5,15.9,12.7,3.2,2061.3,2033.5,27.8,,2022-09-22,
4877,6,16.0,12.8,3.2,2061.3,2033.5,27.8,,2022-09-22,
4878,7,14.3,11.1,3.2,2061.3,2033.2,28.1,,2022-09-22,
4879,8,12.5,9.3,3.2,2061.3,2033.0,28.3,2061.85,2022-09-22,
4880,9,12.2,9.0,3.2,2061.3,2032.9,28.4,,2022-09-22,
4881,10,12.1,8.9,3.2,2061.3,2032.9,28.4,,2022-09-22,
4882,11,12.9,7.1,5.8,2061.3,2032.8,28.5,,2022-09-22,
4883,12,11.9,6.1,5.8,2061.3,2032.7,28.6,,2022-09-22,
4884,13,12.0,7.7,4.3,2061.4,2032.8,28.6,,2022-09-22,
4885,14,12.0,8.5,3.5,2061.4,2032.8,28.6,,2022-09-22,
4886,15,12.1,8.9,3.2,2061.4,2032.8,28.6,,2022-09-22,
4887,16,12.0,8.8,3.2,2061.3,2032.8,28.5,2061.86,2022-09-22,
4888,17,12.4,9.2,3.2,2061.4,2032.8,28.6,,2022-09-22,
4889,18,12.4,9.2,3.2,2061.3,2032.8,28.5,,2022-09-22,
4890,19,13.7,10.5,3.2,2061.4,2032.9,28.5,,2022-09-22,
4891,20,15.7,12.5,3.2,2061.3,2033.2,28.1,,2022-09-22,
4892,21,15.8,12.6,3.2,2061.3,2033.3,28.0,,2022-09-22,
4893,22,15.8,12.6,3.2,2061.3,2033.4,27.9,,2022-09-22,
4894,23,15.8,12.6,3.2,2061.3,2033.4,27.9,,2022-09-22,
4895,24,15.8,12.6,3.2,2061.3,2033.4,27.9,2061.82,2022-09-22,
4896,,,,,,,,,2022-09-22,
4897,AVG,14.02,10.55,3.48,2061.33,2033.12,28.2,2061.84,2022-09-22,
4898,,,,,,,,,2022-09-22,
4899,MAX,16.0,12.8,5.8,2061.4,2033.5,28.6,2061.86,2022-09-22,
4900,MIN,11.9,6.1,3.2,2061.3,2032.7,27.8,2061.82,2022-09-22,
4901,1,15.7,12.5,3.2,2061.3,2033.4,27.9,,2022-09-23,
4902,2,15.5,12.3,3.2,2061.3,2033.4,27.9,,2022-09-23,
4903,3,15.9,12.7,3.2,2061.3,2033.4,27.9,,2022-09-23,
4904,4,15.9,12.7,3.2,2061.2,2033.5,27.7,,2022-09-23,
4905,5,16.1,12.9,3.2,2061.2,2033.5,27.7,,2022-09-23,
4906,6,16.1,12.9,3.2,2061.2,2033.5,27.7,,2022-09-23,
4907,7,14.0,10.8,3.2,2061.2,2033.2,28.0,,2022-09-23,
4908,8,12.0,8.8,3.2,2061.3,2033.0,28.3,2061.74,2022-09-23,
4909,9,12.0,8.8,3.2,2061.2,2032.9,28.3,,2022-09-23,
4910,10,12.2,9.0,3.2,2061.2,2032.9,28.3,,2022-09-23,
4911,11,11.9,8.7,3.2,2061.2,2032.8,28.4,,2022-09-23,
4912,12,12.1,8.9,3.2,2061.2,2032.8,28.4,,2022-09-23,
4913,13,12.1,8.9,3.2,2061.2,2032.8,28.4,,2022-09-23,
4914,14,12.1,8.9,3.2,2061.2,2032.8,28.4,,2022-09-23,
4915,15,12.1,8.9,3.2,2061.2,2032.8,28.4,,2022-09-23,
4916,16,12.0,8.8,3.2,2061.2,2032.7,28.5,,2022-09-23,
4917,17,12.0,8.8,3.2,2061.2,2032.7,28.5,,2022-09-23,
4918,18,12.1,8.9,3.2,2061.2,2032.7,28.5,,2022-09-23,
4919,19,13.5,10.3,3.2,2061.2,2032.8,28.4,,2022-09-23,
4920,20,15.8,12.6,3.2,2061.1,2033.2,27.9,,2022-09-23,
4921,21,15.9,12.7,3.2,2061.1,2033.3,27.8,,2022-09-23,
4922,22,15.9,12.7,3.2,2061.1,2033.4,27.7,,2022-09-23,
4923,23,15.8,12.6,3.2,2061.1,2033.4,27.7,,2022-09-23,
4924,24,15.7,12.5,3.2,2061.1,2033.4,27.7,2061.64,2022-09-23,
4925,,,,,,,,,2022-09-23,
4926,AVG,13.93,10.73,3.2,2061.2,2033.1,28.1,2061.69,2022-09-23,
4927,,,,,,,,,2022-09-23,
4928,MAX,16.1,12.9,3.2,2061.3,2033.5,28.5,2061.74,2022-09-23,
4929,MIN,11.9,8.7,3.2,2061.1,2032.7,27.7,2061.64,2022-09-23,
4930,1,14.3,11.1,3.2,2061.2,2033.2,28.0,,2022-09-24,
4931,2,13.9,10.7,3.2,2061.2,2033.2,28.0,,2022-09-24,
4932,3,13.9,10.7,3.2,2061.2,2033.1,28.1,,2022-09-24,
4933,4,13.8,10.6,3.2,2061.1,2033.1,28.0,,2022-09-24,
4934,5,14.0,10.8,3.2,2061.1,2033.1,28.0,,2022-09-24,
4935,6,14.0,10.8,3.2,2061.1,2033.1,28.0,,2022-09-24,
4936,7,13.9,10.7,3.2,2061.1,2033.1,28.0,,2022-09-24,
4937,8,13.9,10.7,3.2,2061.1,2033.1,28.0,2061.61,2022-09-24,
4938,9,13.9,10.7,3.2,2061.1,2033.1,28.0,,2022-09-24,
4939,10,14.0,10.8,3.2,2061.1,2033.1,28.0,,2022-09-24,
4940,11,14.0,10.8,3.2,2061.1,2033.1,28.0,,2022-09-24,
4941,12,14.1,10.9,3.2,2061.1,2033.1,28.0,,2022-09-24,
4942,13,14.0,10.8,3.2,2061.1,2033.1,28.0,,2022-09-24,
4943,14,14.0,10.8,3.2,2061.1,2033.1,28.0,,2022-09-24,
4944,15,14.1,10.9,3.2,2061.1,2033.1,28.0,,2022-09-24,
4945,16,14.1,10.9,3.2,2061.1,2033.1,28.0,2061.55,2022-09-24,
4946,17,14.0,10.8,3.2,2061.0,2033.1,27.9,,2022-09-24,
4947,18,14.1,10.9,3.2,2061.0,2033.1,27.9,,2022-09-24,
4948,19,13.8,10.6,3.2,2061.0,2033.1,27.9,,2022-09-24,
4949,20,13.8,10.6,3.2,2061.0,2033.1,27.9,,2022-09-24,
4950,21,14.1,10.9,3.2,2061.0,2033.1,27.9,,2022-09-24,
4951,22,13.7,10.5,3.2,2061.0,2033.1,27.9,,2022-09-24,
4952,23,13.7,10.5,3.2,2061.0,2033.1,27.9,,2022-09-24,
4953,24,13.8,10.6,3.2,2061.0,2033.1,27.9,2061.55,2022-09-24,
4954,,,,,,,,,2022-09-24,
4955,AVG,13.95,10.75,3.2,2061.08,2033.11,27.97,2061.57,2022-09-24,
4956,,,,,,,,,2022-09-24,
4957,MAX,14.3,11.1,3.2,2061.2,2033.2,28.1,2061.61,2022-09-24,
4958,MIN,13.7,10.5,3.2,2061.0,2033.1,27.9,2061.55,2022-09-24,
4959,1,13.9,10.7,3.2,2061.0,2033.1,27.9,,2022-09-25,
4960,2,13.9,10.7,3.2,2061.0,2033.1,27.9,,2022-09-25,
4961,3,13.8,10.6,3.2,2061.0,2033.1,27.9,,2022-09-25,
4962,4,13.9,10.7,3.2,2061.0,2033.1,27.9,,2022-09-25,
4963,5,13.8,10.6,3.2,2061.0,2033.1,27.9,,2022-09-25,
4964,6,13.8,10.6,3.2,2061.0,2033.1,27.9,,2022-09-25,
