,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,Forebay Elevation,Tailwater Elevation,Average Head,Nav Lock Tailwater Elevation,Date,0
2197,23,129.3,49.4,79.4,437.65,347.7,89.95,347.59,2022-06-21,
2198,24,128.9,48.8,79.6,437.68,347.59,90.09,347.74,2022-06-21,
2199,,,,,,,,,2022-06-21,
2200,AVG,113.66,53.08,59.95,437.65,346.66,90.99,346.62,2022-06-21,
2201,,,,,,,,,2022-06-21,
2202,MAX,129.3,67.0,79.6,437.83,347.93,92.66,347.74,2022-06-21,
2203,MIN,97.8,18.0,44.8,437.29,344.76,89.79,345.26,2022-06-21,
2204,1,128.6,50.1,78.0,437.66,347.65,90.01,347.51,2022-06-22,
2205,2,127.3,65.4,61.5,437.67,347.86,89.81,347.67,2022-06-22,
2206,3,128.0,66.0,61.4,437.69,347.82,89.87,347.67,2022-06-22,
2207,4,129.8,66.3,61.5,437.69,347.94,89.75,347.72,2022-06-22,
2208,5,129.2,64.0,63.2,437.66,347.09,90.57,347.44,2022-06-22,
2209,6,105.6,25.9,79.1,437.94,345.7,92.24,346.16,2022-06-22,
2210,7,107.1,26.3,78.7,437.68,345.91,91.77,346.02,2022-06-22,
2211,8,103.6,38.1,65.0,437.89,345.92,91.97,346.12,2022-06-22,
2212,9,118.6,50.1,68.0,437.68,347.14,90.54,347.2,2022-06-22,
2213,10,107.6,52.9,54.1,437.76,346.41,91.35,346.32,2022-06-22,
2214,11,106.9,52.9,53.5,437.84,346.41,91.43,346.35,2022-06-22,
2215,12,107.1,52.9,53.7,437.83,346.43,91.4,346.28,2022-06-22,
2216,13,106.8,52.5,53.8,437.86,346.39,91.47,346.27,2022-06-22,
2217,14,107.3,52.9,53.9,437.83,346.48,91.35,346.32,2022-06-22,
2218,15,107.4,53.0,53.9,437.88,346.51,91.37,346.42,2022-06-22,
2219,16,107.9,54.1,53.3,437.86,346.68,91.18,346.57,2022-06-22,
2220,17,109.0,63.3,45.2,437.85,346.62,91.23,346.56,2022-06-22,
2221,18,107.4,65.4,41.4,437.9,346.5,91.4,346.42,2022-06-22,
2222,19,106.3,65.8,40.0,437.89,346.45,91.44,346.53,2022-06-22,
2223,20,106.4,65.8,40.0,437.85,346.36,91.49,346.45,2022-06-22,
2224,21,106.1,65.6,40.0,437.87,346.44,91.43,346.43,2022-06-22,
2225,22,101.8,65.9,35.4,437.89,346.16,91.73,346.23,2022-06-22,
2226,23,101.3,65.7,35.1,437.79,346.14,91.65,346.14,2022-06-22,
2227,24,100.6,64.8,35.3,437.93,345.58,92.35,345.8,2022-06-22,
2228,,,,,,,,,2022-06-22,
2229,AVG,111.15,56.07,54.37,437.81,346.61,91.2,346.61,2022-06-22,
2230,,,,,,,,,2022-06-22,
2231,MAX,129.8,66.3,79.1,437.94,347.94,92.35,347.72,2022-06-22,
2232,MIN,100.6,25.9,35.1,437.66,345.58,89.75,345.8,2022-06-22,
2233,1,96.3,50.6,45.2,437.91,345.58,92.33,345.46,2022-06-23,
2234,2,95.8,50.1,45.2,437.92,345.06,92.86,345.32,2022-06-23,
2235,3,85.2,39.4,45.2,437.85,344.48,93.37,344.58,2022-06-23,
2236,4,85.3,39.5,45.2,437.91,344.42,93.49,344.68,2022-06-23,
2237,5,85.0,39.2,45.3,437.96,344.43,93.53,344.56,2022-06-23,
2238,6,86.2,38.9,45.3,437.98,344.36,93.62,344.44,2022-06-23,
2239,7,85.2,39.9,44.8,437.93,344.66,93.27,344.88,2022-06-23,
2240,8,86.0,52.0,31.9,437.9,344.5,93.4,344.81,2022-06-23,
2241,9,85.8,52.0,33.3,437.9,344.92,92.98,345.11,2022-06-23,
2242,10,95.0,52.4,42.1,438.02,345.31,92.71,345.5,2022-06-23,
2243,11,95.0,52.5,41.9,438.02,345.36,92.66,345.53,2022-06-23,
2244,12,104.6,62.2,41.9,438.03,346.35,91.68,346.4,2022-06-23,
2245,13,108.0,65.5,42.0,438.04,346.5,91.54,346.53,2022-06-23,
2246,14,108.0,65.6,42.0,438.0,346.47,91.53,346.45,2022-06-23,
2247,15,107.8,65.4,41.9,437.99,346.45,91.54,346.41,2022-06-23,
2248,16,107.9,65.5,41.9,437.98,346.41,91.57,346.44,2022-06-23,
2249,17,107.5,65.1,41.9,437.94,346.42,91.52,346.46,2022-06-23,
2250,18,107.9,65.4,42.0,438.0,346.5,91.5,346.54,2022-06-23,
2251,19,107.7,65.3,42.0,438.03,346.43,91.6,346.39,2022-06-23,
2252,20,107.7,65.2,41.9,438.0,346.46,91.54,346.54,2022-06-23,
2253,21,107.8,65.3,41.9,438.02,346.44,91.58,346.41,2022-06-23,
2254,22,107.9,65.4,41.9,438.0,346.44,91.56,346.52,2022-06-23,
2255,23,106.9,64.0,42.4,438.05,345.92,92.13,345.98,2022-06-23,
2256,24,96.2,50.2,45.5,438.16,345.55,92.61,345.44,2022-06-23,
2257,,,,,,,,,2022-06-23,
2258,AVG,98.61,55.69,42.27,437.98,345.64,92.34,345.72,2022-06-23,
2259,,,,,,,,,2022-06-23,
2260,MAX,108.0,65.6,45.5,438.16,346.5,93.62,346.54,2022-06-23,
2261,MIN,85.0,38.9,31.9,437.85,344.36,91.5,344.44,2022-06-23,
2262,1,95.9,50.0,45.4,437.92,345.48,92.44,345.46,2022-06-24,
2263,2,96.1,50.2,45.5,438.1,345.52,92.58,345.48,2022-06-24,
2264,3,96.0,50.0,45.5,438.05,345.52,92.53,345.45,2022-06-24,
2265,4,96.3,50.4,45.5,438.08,345.46,92.62,345.5,2022-06-24,
2266,5,97.9,50.4,45.5,437.96,345.55,92.41,345.62,2022-06-24,
2267,6,97.0,62.1,32.8,438.08,345.52,92.56,345.59,2022-06-24,
2268,7,93.7,64.5,28.7,438.1,345.33,92.77,345.45,2022-06-24,
2269,8,93.7,64.8,28.4,438.14,345.41,92.73,345.44,2022-06-24,
2270,9,93.8,64.9,28.5,438.18,345.41,92.77,,2022-06-24,
2271,10,94.1,65.0,28.6,438.31,345.51,92.8,345.59,2022-06-24,
2272,11,108.3,65.9,41.8,438.32,346.49,91.83,346.62,2022-06-24,
2273,12,108.8,66.2,42.1,438.36,346.66,91.7,346.66,2022-06-24,
2274,13,108.7,66.1,42.1,438.34,346.62,91.72,346.53,2022-06-24,
2275,14,108.7,66.1,42.1,438.29,346.71,91.58,346.68,2022-06-24,
2276,15,108.4,65.8,42.0,438.25,346.62,91.63,346.6,2022-06-24,
2277,16,108.0,65.6,42.0,438.17,346.57,91.6,346.53,2022-06-24,
2278,17,107.9,65.6,41.9,438.09,346.56,91.53,346.57,2022-06-24,
2279,18,108.1,65.8,41.8,438.07,346.57,91.5,346.55,2022-06-24,
2280,19,108.3,66.0,41.8,438.04,346.62,91.42,346.64,2022-06-24,
2281,20,107.8,65.6,41.7,438.02,346.52,91.5,346.66,2022-06-24,
2282,21,107.3,65.1,41.7,437.99,346.5,91.49,346.74,2022-06-24,
2283,22,107.6,65.5,41.6,437.92,346.5,91.42,346.68,2022-06-24,
2284,23,105.6,66.1,39.1,438.05,345.94,92.11,346.13,2022-06-24,
2285,24,94.6,65.5,28.6,438.04,345.52,92.52,345.72,2022-06-24,
2286,,,,,,,,,2022-06-24,
2287,AVG,102.19,62.22,39.36,438.12,346.05,92.07,346.13,2022-06-24,
2288,,,,,,,,,2022-06-24,
2289,MAX,108.8,66.2,45.5,438.36,346.71,92.8,346.74,2022-06-24,
2290,MIN,93.7,50.0,28.4,437.92,345.33,91.42,345.44,2022-06-24,
2291,1,94.4,65.4,28.5,437.94,345.56,92.38,345.6,2022-06-25,
2292,2,94.8,63.9,30.4,438.0,345.64,92.36,345.73,2022-06-25,
2293,3,96.3,48.4,47.4,438.05,345.11,92.94,345.78,2022-06-25,
2294,4,95.8,10.5,84.7,438.05,345.11,92.94,345.25,2022-06-25,
2295,5,96.0,10.5,85.0,438.08,344.98,93.1,345.31,2022-06-25,
2296,6,96.0,10.6,84.9,438.1,345.14,92.96,345.23,2022-06-25,
2297,7,96.0,10.5,85.0,438.16,345.01,93.15,345.47,2022-06-25,
2298,8,96.0,10.5,85.0,438.12,345.07,93.05,345.46,2022-06-25,
2299,9,96.0,10.5,85.0,438.15,344.98,93.17,345.2,2022-06-25,
2300,10,91.6,10.6,80.5,438.15,344.43,93.72,344.92,2022-06-25,
2301,11,86.0,11.4,74.1,437.98,344.47,93.51,344.82,2022-06-25,
2302,12,84.9,38.6,45.8,438.04,344.48,93.56,344.75,2022-06-25,
2303,13,84.9,39.4,45.0,437.94,344.61,93.33,344.77,2022-06-25,
2304,14,84.5,39.1,44.8,437.88,344.61,93.27,344.69,2022-06-25,
2305,15,84.8,39.5,44.8,437.85,344.43,93.42,344.68,2022-06-25,
2306,16,84.8,40.2,44.1,437.84,344.7,93.14,344.83,2022-06-25,
2307,17,82.2,53.1,24.1,437.69,344.7,92.99,344.85,2022-06-25,
2308,18,92.4,63.8,28.1,437.53,345.37,92.16,345.5,2022-06-25,
2309,19,93.1,64.4,28.2,437.8,345.39,92.41,345.47,2022-06-25,
2310,20,96.2,64.5,28.2,437.79,345.48,92.31,345.62,2022-06-25,
2311,21,93.0,64.3,28.2,437.83,345.45,92.38,345.53,2022-06-25,
2312,22,93.2,64.5,28.2,437.78,345.41,92.37,345.67,2022-06-25,
2313,23,89.3,60.3,28.5,437.86,344.66,93.2,345.18,2022-06-25,
2314,24,86.5,38.3,47.7,437.83,344.4,93.43,344.97,2022-06-25,
2315,,,,,,,,,2022-06-25,
2316,AVG,91.2,38.87,51.51,437.94,344.97,92.97,345.22,2022-06-25,
2317,,,,,,,,,2022-06-25,
2318,MAX,96.3,65.4,85.0,438.16,345.64,93.72,345.78,2022-06-25,
2319,MIN,82.2,10.5,24.1,437.53,344.4,92.16,344.68,2022-06-25,
2320,1,88.8,10.7,77.7,437.87,344.47,93.4,344.88,2022-06-26,
2321,2,89.0,10.7,77.8,437.81,344.44,93.37,344.82,2022-06-26,
2322,3,89.0,10.7,77.9,437.95,344.52,93.43,344.96,2022-06-26,
2323,4,89.1,10.6,77.9,437.9,344.5,93.4,344.87,2022-06-26,
2324,5,89.0,10.6,77.9,437.94,344.51,93.43,344.87,2022-06-26,
2325,6,89.0,10.6,77.9,437.89,344.55,93.34,344.9,2022-06-26,
2326,7,90.4,10.6,77.9,437.8,344.53,93.27,344.9,2022-06-26,
2327,8,87.2,10.6,76.0,437.91,344.09,93.82,344.54,2022-06-26,
2328,9,78.6,10.4,67.7,437.87,343.75,94.12,344.25,2022-06-26,
2329,10,79.3,11.7,67.0,437.81,344.28,93.53,344.53,2022-06-26,
2330,11,76.2,50.9,24.8,437.79,343.96,93.83,344.04,2022-06-26,
2331,12,76.0,52.8,22.6,437.86,344.0,93.86,344.2,2022-06-26,
2332,13,77.6,52.9,22.7,438.04,344.15,93.89,344.43,2022-06-26,
2333,14,76.7,52.9,23.3,438.0,344.01,93.99,344.28,2022-06-26,
2334,15,75.2,51.5,23.2,437.92,343.91,94.01,344.23,2022-06-26,
2335,16,74.8,51.3,23.0,437.89,343.81,94.08,344.21,2022-06-26,
2336,17,76.2,52.5,23.3,437.79,344.61,93.18,344.85,2022-06-26,
2337,18,92.3,63.7,28.1,437.86,345.36,92.5,345.48,2022-06-26,
2338,19,97.5,64.3,28.2,437.93,345.46,92.47,345.52,2022-06-26,
2339,20,92.9,64.2,28.2,438.03,345.42,92.61,345.53,2022-06-26,
2340,21,93.1,64.2,28.4,438.13,345.45,92.68,345.55,2022-06-26,
2341,22,93.3,64.4,28.5,438.15,345.38,92.77,345.53,2022-06-26,
2342,23,93.1,64.0,28.6,438.32,345.44,92.88,345.49,2022-06-26,
2343,24,93.6,64.3,28.8,438.42,345.48,92.94,345.63,2022-06-26,
2344,,,,,,,,,2022-06-26,
2345,AVG,85.75,38.38,46.56,437.95,344.59,93.37,344.85,2022-06-26,
2346,,,,,,,,,2022-06-26,
2347,MAX,97.5,64.4,77.9,438.42,345.48,94.12,345.63,2022-06-26,
2348,MIN,74.8,10.4,22.6,437.79,343.75,92.47,344.04,2022-06-26,
2349,1,93.5,64.3,28.8,438.3,345.38,92.92,345.59,2022-06-27,
2350,2,93.8,64.7,28.6,438.27,345.45,92.82,345.67,2022-06-27,
2351,3,93.7,64.5,28.7,438.27,345.48,92.79,345.67,2022-06-27,
2352,4,93.5,64.4,28.6,438.28,345.42,92.86,345.53,2022-06-27,
2353,5,94.1,65.1,28.5,438.14,345.52,92.62,345.79,2022-06-27,
2354,6,93.9,64.9,28.5,438.17,345.3,92.87,345.47,2022-06-27,
2355,7,80.9,55.2,25.2,438.31,343.89,94.42,344.23,2022-06-27,
2356,8,74.5,51.6,22.4,438.06,343.74,94.32,344.12,2022-06-27,
2357,9,74.4,51.6,22.3,438.15,343.73,94.42,344.13,2022-06-27,
2358,10,74.3,51.4,22.4,438.15,343.7,94.45,343.93,2022-06-27,
2359,11,74.3,51.5,22.3,438.18,343.75,94.43,343.92,2022-06-27,
2360,12,74.2,51.4,22.3,438.15,343.69,94.46,344.09,2022-06-27,
2361,13,74.2,51.4,22.3,438.14,343.65,94.49,343.99,2022-06-27,
2362,14,75.1,52.2,22.4,438.03,344.27,93.76,344.52,2022-06-27,
2363,15,88.1,61.5,26.1,437.89,344.98,92.91,345.14,2022-06-27,
2364,16,88.5,61.7,26.3,438.09,345.0,93.09,345.09,2022-06-27,
2365,17,88.6,61.9,26.3,437.98,345.05,92.93,345.03,2022-06-27,
2366,18,88.3,61.6,26.2,438.01,345.07,92.94,345.26,2022-06-27,
2367,19,89.9,61.7,26.2,438.06,345.16,92.9,345.14,2022-06-27,
2368,20,89.2,62.5,26.2,438.0,345.14,92.86,345.23,2022-06-27,
2369,21,89.4,62.7,26.2,437.98,345.14,92.84,345.3,2022-06-27,
2370,22,88.5,61.8,26.2,437.99,345.07,92.92,345.22,2022-06-27,
2371,23,88.3,61.6,26.2,437.98,345.13,92.85,345.25,2022-06-27,
2372,24,88.0,59.4,28.1,438.02,344.7,93.32,344.94,2022-06-27,
2373,,,,,,,,,2022-06-27,
2374,AVG,85.47,59.19,25.72,438.11,344.73,93.38,344.93,2022-06-27,
2375,,,,,,,,,2022-06-27,
2376,MAX,94.1,65.1,28.8,438.31,345.52,94.49,345.79,2022-06-27,
2377,MIN,74.2,51.4,22.3,437.89,343.65,92.62,343.92,2022-06-27,
2378,1,82.7,36.9,45.3,438.1,344.26,93.84,344.51,2022-06-28,
2379,2,81.4,35.6,45.2,437.94,344.18,93.76,344.46,2022-06-28,
2380,3,81.3,35.6,45.1,437.98,344.17,93.81,344.44,2022-06-28,
2381,4,81.2,35.5,45.1,437.87,344.17,93.7,344.42,2022-06-28,
2382,5,87.1,35.6,45.0,437.83,344.32,93.51,344.5,2022-06-28,
2383,6,81.9,37.9,43.5,437.6,344.93,92.67,345.0,2022-06-28,
2384,7,88.0,61.2,26.3,437.65,344.97,92.68,345.26,2022-06-28,
2385,8,88.2,61.2,26.5,437.74,345.09,92.65,345.32,2022-06-28,
2386,9,88.2,61.3,26.4,437.65,345.13,92.52,345.27,2022-06-28,
2387,10,89.0,62.0,26.5,437.66,345.17,92.49,345.34,2022-06-28,
2388,11,88.9,62.0,26.4,437.63,345.26,92.37,345.34,2022-06-28,
2389,12,88.8,61.9,26.4,437.63,345.26,92.37,345.31,2022-06-28,
2390,13,88.8,61.9,26.4,437.52,345.32,92.2,345.32,2022-06-28,
2391,14,88.4,61.6,26.3,437.49,345.23,92.26,345.47,2022-06-28,
2392,15,88.2,62.0,26.2,437.48,345.23,92.25,345.41,2022-06-28,
2393,16,88.5,61.7,26.2,437.49,345.24,92.25,345.36,2022-06-28,
2394,17,88.6,61.8,26.2,437.44,345.26,92.18,345.37,2022-06-28,
2395,18,88.4,61.8,26.2,437.43,345.21,92.22,345.38,2022-06-28,
2396,19,88.3,61.6,26.2,437.41,345.3,92.11,345.43,2022-06-28,
2397,20,87.6,61.0,26.1,437.36,345.16,92.2,345.28,2022-06-28,
2398,21,88.3,61.7,26.1,437.4,345.28,92.12,345.34,2022-06-28,
2399,22,88.3,61.7,26.2,437.38,345.22,92.16,345.39,2022-06-28,
2400,23,88.5,61.9,26.1,437.36,345.26,92.1,345.35,2022-06-28,
2401,24,87.1,60.9,25.7,437.47,344.45,93.02,344.89,2022-06-28,
2402,,,,,,,,,2022-06-28,
2403,AVG,86.9,55.26,30.9,437.6,344.96,92.64,345.13,2022-06-28,
2404,,,,,,,,,2022-06-28,
2405,MAX,89.0,62.0,45.3,438.1,345.32,93.84,345.47,2022-06-28,
2406,MIN,81.2,35.5,25.7,437.36,344.17,92.1,344.42,2022-06-28,
2407,1,70.5,48.9,21.2,437.6,343.61,93.99,344.01,2022-06-29,
2408,2,70.2,47.1,22.6,437.53,343.62,93.91,344.44,2022-06-29,
2409,3,72.1,25.0,45.2,437.53,343.41,94.12,343.85,2022-06-29,
2410,4,70.5,24.8,45.3,437.55,343.5,94.05,343.99,2022-06-29,
2411,5,73.8,25.1,45.2,437.48,343.93,93.55,344.26,2022-06-29,
2412,6,74.6,50.7,23.3,437.48,344.05,93.43,344.53,2022-06-29,
2413,7,74.8,51.5,22.8,437.65,344.13,93.52,344.71,2022-06-29,
2414,8,76.3,51.5,22.8,437.71,344.18,93.53,344.58,2022-06-29,
2415,9,74.8,51.5,22.8,437.68,344.19,93.49,344.4,2022-06-29,
2416,10,76.5,51.6,22.9,437.67,344.25,93.42,344.57,2022-06-29,
2417,11,75.6,50.6,23.0,437.78,344.11,93.67,344.45,2022-06-29,
2418,12,74.9,51.4,23.0,437.78,344.05,93.73,344.42,2022-06-29,
2419,13,76.6,51.4,23.1,437.96,344.17,93.79,344.41,2022-06-29,
2420,14,75.0,51.3,23.2,437.91,344.31,93.6,344.6,2022-06-29,
2421,15,76.3,51.7,24.1,438.07,344.02,94.05,344.34,2022-06-29,
2422,16,74.3,50.9,22.9,438.16,343.95,94.21,344.25,2022-06-29,
2423,17,74.4,51.2,22.7,438.19,343.92,94.27,344.26,2022-06-29,
2424,18,74.7,51.4,22.9,438.33,343.96,94.37,344.2,2022-06-29,
2425,19,75.8,52.4,22.9,438.22,343.92,94.3,344.23,2022-06-29,
2426,20,74.3,51.0,22.9,438.33,343.83,94.5,344.01,2022-06-29,
2427,21,74.5,51.3,22.7,438.26,343.83,94.43,344.23,2022-06-29,
2428,22,74.8,51.5,22.9,438.53,343.84,94.69,344.12,2022-06-29,
2429,23,84.8,51.8,32.6,438.39,344.76,93.63,345.07,2022-06-29,
2430,24,87.4,52.0,34.9,438.45,344.84,93.61,345.09,2022-06-29,
2431,,,,,,,,,2022-06-29,
2432,AVG,75.31,47.82,26.58,437.93,344.02,93.91,344.38,2022-06-29,
2433,,,,,,,,,2022-06-29,
2434,MAX,87.4,52.4,45.3,438.53,344.84,94.69,345.09,2022-06-29,
2435,MIN,70.2,24.8,21.2,437.48,343.41,93.42,343.85,2022-06-29,
2436,1,87.6,52.2,34.9,438.28,344.88,93.4,345.14,2022-06-30,
2437,2,87.1,52.1,34.5,438.26,344.82,93.44,344.98,2022-06-30,
2438,3,75.6,52.0,23.1,438.16,343.87,94.29,344.21,2022-06-30,
2439,4,74.9,51.6,22.8,438.14,343.82,94.32,344.06,2022-06-30,
2440,5,75.0,51.7,22.9,438.11,343.93,94.18,344.25,2022-06-30,
2441,6,76.5,51.8,22.7,437.9,343.94,93.96,344.26,2022-06-30,
2442,7,75.1,51.9,22.7,437.97,344.07,93.9,344.31,2022-06-30,
2443,8,76.2,52.9,22.7,438.08,343.97,94.11,344.26,2022-06-30,
2444,9,76.2,52.6,23.1,438.09,344.08,94.01,344.4,2022-06-30,
2445,10,75.1,51.5,23.1,438.18,343.91,94.27,344.25,2022-06-30,
2446,11,75.4,51.9,23.0,438.14,343.99,94.15,344.24,2022-06-30,
2447,12,75.3,51.7,23.1,438.25,344.01,94.24,344.27,2022-06-30,
2448,13,75.3,51.6,23.2,438.23,343.96,94.27,344.28,2022-06-30,
2449,14,75.9,52.2,23.2,438.27,344.15,94.12,344.46,2022-06-30,
2450,15,76.0,52.2,23.3,438.26,344.45,93.81,344.65,2022-06-30,
2451,16,87.5,61.2,25.8,438.18,344.98,93.2,345.03,2022-06-30,
2452,17,87.8,61.4,25.9,438.08,345.04,93.04,345.16,2022-06-30,
2453,18,87.9,61.6,25.8,437.97,345.14,92.83,345.15,2022-06-30,
2454,19,88.4,61.9,26.0,437.89,345.07,92.82,345.24,2022-06-30,
2455,20,88.6,62.2,25.9,437.82,345.11,92.71,345.2,2022-06-30,
2456,21,88.1,61.8,25.8,437.74,345.07,92.67,345.22,2022-06-30,
2457,22,87.9,61.6,25.8,437.61,344.94,92.67,345.02,2022-06-30,
2458,23,73.2,50.9,21.9,437.74,343.7,94.04,344.08,2022-06-30,
2459,24,71.7,49.8,21.4,437.65,343.65,94.0,343.86,2022-06-30,
2460,,,,,,,,,2022-06-30,
2461,AVG,79.93,54.68,24.69,438.04,344.36,93.69,344.58,2022-06-30,
2462,,,,,,,,,2022-06-30,
2463,MAX,88.6,62.2,34.9,438.28,345.14,94.32,345.24,2022-06-30,
2464,MIN,71.7,49.8,21.4,437.61,343.65,92.67,343.86,2022-06-30,
2465,1,71.6,49.8,21.3,437.73,343.5,94.23,343.83,2022-07-01,
2466,2,71.5,49.6,21.4,437.75,343.49,94.26,343.84,2022-07-01,
2467,3,71.3,49.5,21.3,437.78,343.44,94.34,343.83,2022-07-01,
2468,4,71.1,49.4,21.2,437.74,343.44,94.3,343.88,2022-07-01,
2469,5,71.1,49.6,21.0,437.49,343.48,94.01,343.89,2022-07-01,
2470,6,70.2,48.9,20.8,437.59,342.94,94.65,343.28,2022-07-01,
2471,7,58.6,39.7,16.8,437.6,342.57,95.03,342.81,2022-07-01,
2472,8,56.4,39.1,16.8,437.58,342.35,95.23,342.65,2022-07-01,
2473,9,56.6,39.2,17.0,437.71,342.27,95.44,342.57,2022-07-01,
2474,10,58.1,39.2,16.9,437.58,342.59,94.99,342.81,2022-07-01,
2475,11,57.1,38.1,17.0,437.69,342.24,95.45,342.52,2022-07-01,
2476,12,57.7,39.9,17.3,437.87,342.97,94.9,343.56,2022-07-01,
2477,13,73.7,50.7,22.5,437.77,343.72,94.05,343.93,2022-07-01,
2478,14,74.4,51.4,22.4,437.87,343.61,94.26,343.92,2022-07-01,
2479,15,74.4,51.3,22.6,438.05,343.77,94.28,343.89,2022-07-01,
2480,16,74.2,51.1,22.6,438.05,343.66,94.39,343.93,2022-07-01,
2481,17,74.4,51.2,22.7,438.14,343.68,94.46,343.97,2022-07-01,
2482,18,74.4,51.3,22.6,437.92,343.68,94.24,343.94,2022-07-01,
2483,19,74.4,51.4,22.5,437.95,343.6,94.35,343.95,2022-07-01,
2484,20,74.4,51.4,22.5,437.89,343.7,94.19,343.85,2022-07-01,
2485,21,73.8,51.4,21.9,437.81,343.63,94.18,343.95,2022-07-01,
2486,22,73.6,51.5,21.6,437.77,343.57,94.2,343.93,2022-07-01,
2487,23,71.4,49.8,21.1,437.74,343.35,94.39,343.65,2022-07-01,
2488,24,71.1,49.7,20.9,437.68,343.3,94.38,343.69,2022-07-01,
2489,,,,,,,,,2022-07-01,
2490,AVG,68.98,47.67,20.61,437.78,343.27,94.51,343.59,2022-07-01,
2491,,,,,,,,,2022-07-01,
2492,MAX,74.4,51.5,22.7,438.14,343.77,95.45,343.97,2022-07-01,
2493,MIN,56.4,38.1,16.8,437.49,342.24,94.01,342.52,2022-07-01,
2494,1,58.3,40.4,17.4,437.77,342.22,95.55,342.5,2022-07-02,
2495,2,56.8,39.6,16.7,437.44,342.19,95.25,342.38,2022-07-02,
2496,3,56.8,39.5,16.8,437.68,342.18,95.5,342.49,2022-07-02,
2497,4,56.4,39.2,16.7,437.57,342.13,95.44,342.4,2022-07-02,
2498,5,56.1,39.1,16.5,437.57,342.08,95.49,342.36,2022-07-02,
2499,6,55.7,38.6,16.5,437.63,342.09,95.54,342.39,2022-07-02,
2500,7,55.4,38.5,16.4,437.52,342.0,95.52,342.35,2022-07-02,
2501,8,55.5,38.5,16.5,437.72,342.09,95.63,342.39,2022-07-02,
2502,9,55.6,38.5,16.6,437.71,342.09,95.62,342.44,2022-07-02,
2503,10,55.7,38.6,16.6,437.78,342.05,95.73,342.44,2022-07-02,
2504,11,56.1,38.8,16.7,437.84,342.24,95.6,342.75,2022-07-02,
2505,12,70.4,49.1,20.8,437.94,343.25,94.69,343.67,2022-07-02,
2506,13,72.6,49.6,21.1,437.95,343.51,94.44,343.84,2022-07-02,
2507,14,71.6,50.0,21.1,437.92,343.37,94.55,343.73,2022-07-02,
2508,15,71.5,50.0,21.0,437.91,343.39,94.52,343.7,2022-07-02,
2509,16,73.1,49.9,21.1,437.9,343.49,94.41,343.66,2022-07-02,
2510,17,71.7,50.0,21.2,437.87,343.5,94.37,343.77,2022-07-02,
2511,18,71.7,49.9,21.2,437.86,343.49,94.37,343.73,2022-07-02,
2512,19,71.8,50.0,21.3,437.99,343.41,94.58,343.75,2022-07-02,
2513,20,71.6,49.9,21.1,437.98,343.44,94.54,343.76,2022-07-02,
2514,21,71.4,49.8,21.0,438.03,343.4,94.63,343.69,2022-07-02,
2515,22,71.0,49.6,20.9,438.19,342.85,95.34,343.36,2022-07-02,
2516,23,57.1,39.6,17.0,438.43,342.25,96.18,342.54,2022-07-02,
2517,24,56.8,39.7,16.7,437.94,342.2,95.74,342.53,2022-07-02,
2518,,,,,,,,,2022-07-02,
2519,AVG,63.36,44.02,18.7,437.84,342.7,95.13,343.03,2022-07-02,
2520,,,,,,,,,2022-07-02,
2521,MAX,73.1,50.0,21.3,438.43,343.51,96.18,343.84,2022-07-02,
2522,MIN,55.4,38.5,16.4,437.44,342.0,94.37,342.35,2022-07-02,
2523,1,57.1,39.6,17.0,438.24,342.2,96.04,342.53,2022-07-03,
2524,2,58.5,39.7,16.9,438.18,342.13,96.05,342.58,2022-07-03,
2525,3,57.1,39.8,16.8,438.09,342.24,95.85,342.62,2022-07-03,
2526,4,57.1,39.6,17.0,438.19,342.22,95.97,342.53,2022-07-03,
2527,5,57.0,39.7,16.8,438.11,342.23,95.88,342.59,2022-07-03,
2528,6,57.2,39.7,17.0,438.17,342.24,95.93,342.53,2022-07-03,
2529,7,57.1,39.6,17.0,438.13,342.22,95.91,342.56,2022-07-03,
2530,8,57.0,39.6,16.9,438.06,342.15,95.91,342.4,2022-07-03,
2531,9,57.1,39.7,16.9,438.13,342.17,95.96,342.5,2022-07-03,
2532,10,57.1,39.7,16.9,438.06,342.18,95.88,342.41,2022-07-03,
2533,11,57.0,39.6,16.9,438.12,342.16,95.96,342.48,2022-07-03,
2534,12,57.2,39.7,17.0,438.27,342.16,96.11,342.44,2022-07-03,
2535,13,65.5,45.6,19.5,438.15,342.99,95.16,343.29,2022-07-03,
2536,14,69.8,48.6,20.8,438.17,343.22,94.95,343.4,2022-07-03,
2537,15,69.8,48.6,20.8,438.13,343.19,94.94,343.55,2022-07-03,
2538,16,71.4,48.8,20.7,437.87,343.26,94.61,343.57,2022-07-03,
2539,17,70.1,48.8,20.8,437.9,343.25,94.65,343.59,2022-07-03,
2540,18,69.8,48.6,20.7,437.79,342.85,94.94,343.24,2022-07-03,
2541,19,57.1,39.7,16.9,437.92,342.26,95.66,342.49,2022-07-03,
2542,20,57.0,39.7,16.8,437.96,342.22,95.74,342.43,2022-07-03,
2543,21,57.0,39.7,16.8,438.1,342.22,95.88,342.51,2022-07-03,
2544,22,57.0,39.6,16.9,438.12,342.19,95.93,342.44,2022-07-03,
2545,23,57.0,39.6,16.9,438.17,342.24,95.93,342.53,2022-07-03,
2546,24,56.9,39.7,16.7,438.03,342.16,95.87,342.51,2022-07-03,
2547,,,,,,,,,2022-07-03,
