,Hour,Total Outflow kcfs,Generation Flow kcfs,Spill kcfs,PH 1 Forebay Elevation,Tailwater Elevation,Average Head,Project Forebay Elevation,Stevenson Gage Elevation,Project Tailwater Elevation,Date
1545,9,304.6,143.0,149.2,73.5,23.2,50.3,73.3,75.6,22.8,2022-05-30
1546,10,305.2,143.3,149.5,73.4,23.5,49.9,73.4,75.8,23.0,2022-05-30
1547,11,328.9,167.5,149.0,73.0,24.4,48.6,73.1,75.7,23.7,2022-05-30
1548,12,324.4,162.9,149.1,73.3,24.0,49.3,73.3,75.8,23.5,2022-05-30
1549,13,323.3,161.7,149.2,73.5,24.0,49.5,73.4,75.9,23.4,2022-05-30
1550,14,324.5,162.8,149.3,73.5,24.1,49.4,73.5,75.9,23.5,2022-05-30
1551,15,325.2,163.5,149.3,73.4,24.1,49.3,73.5,75.9,23.5,2022-05-30
1552,16,322.7,160.8,149.5,73.7,24.0,49.7,73.7,76.0,23.4,2022-05-30
1553,17,322.7,160.6,149.7,73.8,24.0,49.8,73.7,76.1,23.4,2022-05-30
1554,18,336.6,174.8,149.4,73.4,24.6,48.8,73.5,76.1,24.0,2022-05-30
1555,19,347.7,186.2,149.1,73.2,25.1,48.1,73.2,76.0,24.3,2022-05-30
1556,20,348.8,187.4,149.0,73.2,25.1,48.1,73.2,76.0,24.3,2022-05-30
1557,21,349.0,187.7,148.9,73.1,25.2,47.9,73.2,76.0,24.4,2022-05-30
1558,22,350.1,188.8,148.9,73.1,25.2,47.9,73.2,75.9,24.4,2022-05-30
1559,23,348.3,187.1,148.8,73.2,25.1,48.1,73.2,75.9,24.4,2022-05-30
1560,24,335.6,174.0,149.2,73.4,24.7,48.7,73.4,76.0,24.1,2022-05-30
1561,,,,,,,,,,,2022-05-30
1562,AVG,321.9,160.26,149.24,73.39,23.96,49.43,73.35,75.79,23.4,2022-05-30
1563,,,,,,,,,,,2022-05-30
1564,MAX,350.1,188.8,149.7,73.8,25.2,50.5,73.7,76.1,24.4,2022-05-30
1565,MIN,302.0,140.2,148.8,73.0,23.0,47.9,73.1,75.4,22.6,2022-05-30
1566,1,335.4,173.7,149.3,73.3,24.8,48.5,73.4,75.9,24.0,2022-05-31
1567,2,335.2,173.7,149.1,73.1,24.8,48.3,73.2,75.8,24.1,2022-05-31
1568,3,336.0,174.6,149.0,73.0,25.1,47.9,73.1,75.7,24.3,2022-05-31
1569,4,336.1,174.9,148.8,73.0,24.8,48.2,73.0,75.7,24.2,2022-05-31
1570,5,335.6,174.6,148.6,72.9,24.8,48.1,72.9,75.6,24.2,2022-05-31
1571,6,342.2,181.5,148.3,72.7,25.1,47.6,72.7,75.4,24.2,2022-05-31
1572,7,341.4,180.9,148.1,72.6,25.0,47.6,72.7,75.4,24.2,2022-05-31
1573,8,344.9,184.5,148.0,72.7,24.9,47.8,72.8,75.3,24.2,2022-05-31
1574,9,334.4,173.7,148.3,72.8,24.7,48.1,72.9,75.4,24.1,2022-05-31
1575,10,329.5,168.6,148.5,72.8,24.7,48.1,72.9,75.4,24.0,2022-05-31
1576,11,325.0,163.9,148.7,73.1,24.4,48.7,73.1,75.4,23.9,2022-05-31
1577,12,323.2,162.3,148.5,73.0,24.4,48.6,72.9,75.4,23.8,2022-05-31
1578,13,323.5,162.6,148.5,72.9,24.4,48.5,73.0,75.4,23.6,2022-05-31
1579,14,323.5,162.7,148.4,73.0,24.3,48.7,73.0,75.4,23.6,2022-05-31
1580,15,324.0,163.2,148.4,72.9,24.4,48.5,72.9,75.4,23.7,2022-05-31
1581,16,323.3,162.7,148.2,72.9,24.2,48.7,72.9,75.3,23.7,2022-05-31
1582,17,323.6,163.0,148.2,72.8,24.2,48.6,72.9,75.3,23.7,2022-05-31
1583,18,327.1,166.7,148.0,72.6,24.5,48.1,72.7,75.3,23.8,2022-05-31
1584,19,331.4,171.2,147.8,72.6,24.5,48.1,72.6,75.1,23.9,2022-05-31
1585,20,326.7,166.5,147.8,72.5,24.2,48.3,72.6,75.1,23.7,2022-05-31
1586,21,324.8,164.5,147.9,72.6,24.2,48.4,72.6,75.1,23.7,2022-05-31
1587,22,331.1,170.9,147.8,72.5,24.5,48.0,72.5,75.0,23.9,2022-05-31
1588,23,335.5,175.5,147.6,72.2,24.7,47.5,72.2,75.0,24.0,2022-05-31
1589,24,338.3,178.5,147.4,72.2,24.8,47.4,72.3,75.0,24.0,2022-05-31
1590,,,,,,,,,,,2022-05-31
1591,AVG,331.32,170.62,148.3,72.78,24.6,48.18,72.83,75.37,23.94,2022-05-31
1592,,,,,,,,,,,2022-05-31
1593,MAX,344.9,184.5,149.3,73.3,25.1,48.7,73.4,75.9,24.3,2022-05-31
1594,MIN,323.2,162.3,147.4,72.2,24.2,47.4,72.2,75.0,23.6,2022-05-31
1595,1,338.0,177.8,147.8,72.5,24.6,47.9,72.6,75.2,24.0,2022-06-01
1596,2,336.5,176.0,148.1,72.7,24.7,48.0,72.7,75.3,24.0,2022-06-01
1597,3,345.9,185.3,148.2,72.7,25.2,47.5,72.6,75.4,24.4,2022-06-01
1598,4,344.5,183.8,148.3,72.7,25.0,47.7,72.8,75.5,24.3,2022-06-01
1599,5,345.4,184.8,148.2,72.6,25.1,47.5,72.7,75.4,24.4,2022-06-01
1600,6,346.0,185.4,148.2,72.3,25.32,46.98,72.6,75.4,24.4,2022-06-01
1601,7,345.1,184.5,148.2,72.5,25.3,47.2,72.5,75.4,24.4,2022-06-01
1602,8,345.2,184.8,148.0,72.5,25.2,47.3,72.6,75.3,24.5,2022-06-01
1603,9,347.8,187.4,148.0,72.5,25.4,47.1,72.6,75.3,24.6,2022-06-01
1604,10,346.9,186.7,147.8,72.5,25.3,47.2,72.5,75.3,24.6,2022-06-01
1605,11,345.9,185.7,147.8,72.4,25.3,47.1,72.5,75.3,24.6,2022-06-01
1606,12,347.7,187.8,147.5,72.3,25.4,46.9,72.4,75.2,24.7,2022-06-01
1607,13,346.4,186.7,147.3,72.2,25.4,46.8,72.2,75.2,25.3,2022-06-01
1608,14,345.5,185.8,147.3,72.3,25.4,46.9,72.4,75.2,24.6,2022-06-01
1609,15,346.4,186.7,147.3,72.3,25.3,47.0,72.3,75.3,24.6,2022-06-01
1610,16,347.1,187.4,147.3,72.2,25.5,46.7,72.2,75.1,24.7,2022-06-01
1611,17,348.9,187.8,148.7,72.0,25.5,46.5,72.2,75.1,24.7,2022-06-01
1612,18,346.9,185.8,148.7,72.0,25.4,46.6,72.1,75.0,24.7,2022-06-01
1613,19,350.5,189.6,148.5,71.9,25.6,46.3,72.0,75.0,24.8,2022-06-01
1614,20,346.9,185.9,148.6,71.9,25.4,46.5,72.1,75.0,24.7,2022-06-01
1615,21,348.5,187.5,148.6,71.9,25.5,46.4,72.1,75.0,24.7,2022-06-01
1616,22,347.0,185.9,148.7,72.0,25.5,46.5,72.0,75.0,24.7,2022-06-01
1617,23,347.8,186.6,148.8,72.0,25.4,46.6,72.1,75.0,24.6,2022-06-01
1618,24,344.8,183.4,149.0,71.9,25.3,46.6,72.2,75.0,24.5,2022-06-01
1619,,,,,,,,,,,2022-06-01
1620,AVG,345.9,185.38,148.12,72.28,25.29,46.99,72.37,75.2,24.56,2022-06-01
1621,,,,,,,,,,,2022-06-01
1622,MAX,350.5,189.6,149.0,72.7,25.6,48.0,72.8,75.5,25.3,2022-06-01
1623,MIN,336.5,176.0,147.3,71.9,24.6,46.3,72.0,75.0,24.0,2022-06-01
1624,1,345.1,183.6,149.1,72.2,25.3,46.9,72.2,75.0,24.6,2022-06-02
1625,2,345.4,183.9,149.1,72.1,25.3,46.8,72.2,75.0,24.6,2022-06-02
1626,3,346.5,185.0,149.1,72.2,25.4,46.8,72.2,75.0,24.7,2022-06-02
1627,4,343.6,181.9,149.3,72.2,25.3,46.9,72.3,75.1,24.5,2022-06-02
1628,5,346.7,185.0,149.3,72.1,25.3,46.8,72.2,75.1,24.6,2022-06-02
1629,6,344.8,183.1,149.3,72.1,25.4,46.7,72.3,75.1,24.7,2022-06-02
1630,7,348.0,186.4,149.2,72.2,25.4,46.8,72.2,75.1,24.7,2022-06-02
1631,8,348.1,186.6,149.1,71.7,25.6,46.1,72.2,75.1,24.7,2022-06-02
1632,9,348.2,186.7,149.1,72.7,25.5,47.2,72.3,75.1,24.7,2022-06-02
1633,10,348.2,186.7,149.1,72.3,25.5,46.8,72.4,75.3,24.9,2022-06-02
1634,11,347.5,185.9,149.2,72.4,25.6,46.8,72.5,75.4,24.9,2022-06-02
1635,12,348.8,187.1,149.3,72.5,25.6,46.9,72.5,75.5,24.9,2022-06-02
1636,13,349.0,187.1,149.5,72.6,25.6,47.0,72.7,75.5,24.9,2022-06-02
1637,14,347.1,185.7,149.0,72.5,25.5,47.0,72.6,75.5,24.8,2022-06-02
1638,15,349.0,187.0,149.6,72.6,25.6,47.0,72.6,75.5,24.8,2022-06-02
1639,16,348.1,186.1,149.6,72.6,25.6,47.0,72.8,75.5,24.7,2022-06-02
1640,17,347.8,185.4,150.0,72.7,25.5,47.2,72.7,75.6,24.8,2022-06-02
1641,18,348.8,186.0,150.4,72.7,25.5,47.2,72.8,75.6,24.7,2022-06-02
1642,19,348.6,185.7,150.5,72.7,25.4,47.3,72.8,75.6,24.7,2022-06-02
1643,20,348.8,185.9,150.5,72.7,25.5,47.2,72.9,75.6,24.7,2022-06-02
1644,21,349.6,186.6,150.6,72.6,25.5,47.1,72.8,75.6,24.8,2022-06-02
1645,22,350.3,187.3,150.6,72.6,25.5,47.1,72.8,75.6,24.7,2022-06-02
1646,23,348.3,185.2,150.7,72.8,25.4,47.4,72.9,75.6,24.6,2022-06-02
1647,24,348.0,184.8,150.8,72.7,25.4,47.3,72.8,75.6,24.7,2022-06-02
1648,,,,,,,,,,,2022-06-02
1649,AVG,347.68,185.61,149.67,72.44,25.47,46.97,72.53,75.36,24.72,2022-06-02
1650,,,,,,,,,,,2022-06-02
1651,MAX,350.3,187.3,150.8,72.8,25.6,47.4,72.9,75.6,24.9,2022-06-02
1652,MIN,343.6,181.9,149.0,71.7,25.3,46.1,72.2,75.0,24.5,2022-06-02
1653,1,347.7,184.6,150.7,72.4,25.4,47.0,72.6,75.5,24.7,2022-06-03
1654,2,346.6,183.9,150.3,72.4,25.4,47.0,72.4,75.3,24.7,2022-06-03
1655,3,346.5,184.2,149.9,72.1,25.3,46.8,72.3,75.1,24.5,2022-06-03
1656,4,346.6,184.6,149.6,71.9,25.4,46.5,72.0,74.9,24.7,2022-06-03
1657,5,346.0,184.4,149.2,71.8,25.3,46.5,71.9,74.7,24.5,2022-06-03
1658,6,345.4,183.7,149.3,72.0,25.3,46.7,71.8,74.9,24.7,2022-06-03
1659,7,348.4,186.5,149.5,72.1,25.4,46.7,72.1,75.0,24.7,2022-06-03
1660,8,344.0,181.8,149.8,72.2,25.2,47.0,72.3,75.1,24.5,2022-06-03
1661,9,342.7,180.2,150.1,72.3,25.3,47.0,72.4,75.2,24.6,2022-06-03
1662,10,343.2,180.7,150.1,72.4,25.2,47.2,72.5,75.3,24.6,2022-06-03
1663,11,343.9,181.3,150.2,72.3,25.2,47.1,72.5,75.2,24.6,2022-06-03
1664,12,343.9,181.3,150.2,72.4,25.3,47.1,72.5,75.3,24.6,2022-06-03
1665,13,346.4,183.8,150.2,72.5,25.3,47.2,72.6,75.3,24.7,2022-06-03
1666,14,344.8,182.1,150.3,72.4,25.5,46.9,72.6,75.4,24.7,2022-06-03
1667,15,350.4,187.8,150.2,72.3,25.5,46.8,72.5,75.4,24.8,2022-06-03
1668,16,348.3,185.8,150.1,72.4,25.4,47.0,72.6,75.4,24.6,2022-06-03
1669,17,345.4,182.9,150.1,72.5,25.3,47.2,72.6,75.4,24.6,2022-06-03
1670,18,345.8,183.2,150.2,72.5,25.4,47.1,72.5,75.4,24.6,2022-06-03
1671,19,343.8,181.1,150.3,72.6,25.3,47.3,72.7,75.4,24.5,2022-06-03
1672,20,344.6,181.8,150.4,72.5,25.4,47.1,72.7,75.5,24.7,2022-06-03
1673,21,347.0,184.1,150.5,72.6,25.4,47.2,72.7,75.5,24.7,2022-06-03
1674,22,350.1,187.3,150.4,72.6,25.4,47.2,72.7,75.5,24.7,2022-06-03
1675,23,348.9,186.0,150.5,72.7,25.4,47.3,72.7,75.5,24.6,2022-06-03
1676,24,348.0,184.9,150.7,72.7,25.3,47.4,72.9,75.7,24.6,2022-06-03
1677,,,,,,,,,,,2022-06-03
1678,AVG,346.18,183.67,150.12,72.36,25.35,47.01,72.46,75.29,24.63,2022-06-03
1679,,,,,,,,,,,2022-06-03
1680,MAX,350.4,187.8,150.7,72.7,25.5,47.4,72.9,75.7,24.8,2022-06-03
1681,MIN,342.7,180.2,149.2,71.8,25.2,46.5,71.8,74.7,24.5,2022-06-03
1682,1,347.7,184.2,151.1,73.0,25.3,47.7,73.1,75.8,24.6,2022-06-04
1683,2,349.3,185.7,151.2,73.0,25.3,47.7,73.0,75.8,24.7,2022-06-04
1684,3,347.7,184.2,151.1,73.1,25.3,47.8,73.1,75.8,24.5,2022-06-04
1685,4,350.6,187.1,151.1,72.9,25.4,47.5,73.0,75.8,24.7,2022-06-04
1686,5,366.1,203.0,150.7,72.4,25.9,46.5,72.7,75.7,25.1,2022-06-04
1687,6,364.8,201.9,150.5,72.5,25.9,46.6,72.7,75.7,25.1,2022-06-04
1688,7,362.3,199.4,150.5,72.4,25.9,46.5,72.5,75.6,25.1,2022-06-04
1689,8,364.5,201.8,150.3,72.4,26.0,46.4,72.5,75.6,25.2,2022-06-04
1690,9,363.1,200.7,150.0,72.3,25.9,46.4,72.4,75.4,25.1,2022-06-04
1691,10,362.7,200.4,149.9,72.4,25.9,46.5,72.4,75.4,25.1,2022-06-04
1692,11,364.0,201.7,149.9,72.3,26.0,46.3,72.3,75.4,25.2,2022-06-04
1693,12,363.9,201.7,149.8,72.1,26.1,46.0,72.3,75.4,25.36,2022-06-04
1694,13,363.9,201.8,149.7,72.1,26.1,46.0,72.3,75.4,25.3,2022-06-04
1695,14,363.6,201.5,149.7,72.2,26.1,46.1,72.3,75.4,25.3,2022-06-04
1696,15,363.6,201.4,149.8,72.2,26.0,46.2,72.3,75.4,25.3,2022-06-04
1697,16,363.8,201.6,149.8,72.2,26.1,46.1,72.3,75.4,25.3,2022-06-04
1698,17,363.4,201.2,149.8,72.3,26.1,46.2,72.4,75.4,25.3,2022-06-04
1699,18,364.0,201.7,149.9,72.2,26.1,46.1,72.3,75.4,25.3,2022-06-04
1700,19,364.3,202.0,149.9,72.2,26.1,46.1,72.4,75.4,25.3,2022-06-04
1701,20,364.3,201.9,150.0,72.2,26.1,46.1,72.4,75.5,25.3,2022-06-04
1702,21,364.7,202.2,150.1,72.2,26.2,46.0,72.4,75.5,25.4,2022-06-04
1703,22,355.3,192.5,150.4,72.5,25.8,46.7,72.8,75.6,25.1,2022-06-04
1704,23,353.9,190.8,150.7,72.7,25.8,46.9,72.9,75.7,25.1,2022-06-04
1705,24,379.5,217.3,149.8,72.0,26.9,45.1,72.1,75.6,26.1,2022-06-04
1706,,,,,,,,,,,2022-06-04
1707,AVG,361.29,198.65,150.24,72.41,25.93,46.48,72.54,75.55,25.16,2022-06-04
1708,,,,,,,,,,,2022-06-04
1709,MAX,379.5,217.3,151.2,73.1,26.9,47.8,73.1,75.8,26.1,2022-06-04
1710,MIN,347.7,184.2,149.7,72.0,25.3,45.1,72.1,75.4,24.5,2022-06-04
1711,1,380.5,218.7,149.4,71.9,26.9,45.0,72.0,75.5,26.1,2022-06-05
1712,2,378.0,216.2,149.4,72.5,26.4,46.1,72.4,75.4,25.6,2022-06-05
1713,3,358.5,195.6,150.5,72.7,25.9,46.8,72.8,75.6,25.2,2022-06-05
1714,4,356.6,193.5,150.7,72.8,25.9,46.9,72.9,75.7,25.2,2022-06-05
1715,5,357.0,193.7,150.9,72.8,26.1,46.7,73.0,75.8,25.2,2022-06-05
1716,6,363.7,200.5,150.8,72.7,26.2,46.5,72.7,75.8,25.5,2022-06-05
1717,7,364.7,201.6,150.7,72.7,26.3,46.4,72.8,75.9,25.4,2022-06-05
1718,8,367.8,204.7,150.7,72.6,26.3,46.3,72.8,75.9,25.6,2022-06-05
1719,9,368.8,205.7,150.7,72.9,26.2,46.7,72.9,75.9,25.4,2022-06-05
1720,10,367.6,204.5,150.7,72.7,26.3,46.4,72.9,75.9,25.5,2022-06-05
1721,11,367.2,204.1,150.7,72.8,26.3,46.5,72.9,76.0,25.5,2022-06-05
1722,12,372.2,209.2,150.6,72.5,26.6,45.9,72.7,75.9,25.8,2022-06-05
1723,13,379.4,216.8,150.2,72.5,26.8,45.7,72.6,75.9,26.0,2022-06-05
1724,14,379.6,217.1,150.1,72.3,26.9,45.4,72.4,75.9,26.2,2022-06-05
1725,15,380.7,218.2,150.1,72.5,26.8,45.7,72.4,75.9,26.0,2022-06-05
1726,16,380.4,217.8,150.2,72.5,26.9,45.6,72.6,75.9,26.2,2022-06-05
1727,17,378.0,215.4,150.2,72.5,26.9,45.6,72.6,75.8,26.2,2022-06-05
1728,18,383.3,220.8,150.1,72.5,27.0,45.5,72.5,75.9,26.2,2022-06-05
1729,19,381.8,219.1,150.3,72.4,27.0,45.4,72.6,75.9,26.3,2022-06-05
1730,20,373.3,208.0,152.9,72.5,27.0,45.5,72.7,76.0,26.3,2022-06-05
1731,21,390.6,199.0,179.2,72.3,27.2,45.1,72.5,76.0,26.5,2022-06-05
1732,22,390.1,198.7,179.0,72.3,27.3,45.0,72.5,76.0,26.5,2022-06-05
1733,23,388.4,196.8,179.2,72.5,27.2,45.3,72.6,76.0,26.4,2022-06-05
1734,24,386.2,194.6,179.2,72.6,27.1,45.5,72.7,76.0,26.3,2022-06-05
1735,,,,,,,,,,,2022-06-05
1736,AVG,374.77,207.1,155.27,72.54,26.65,45.9,72.65,75.85,25.88,2022-06-05
1737,,,,,,,,,,,2022-06-05
1738,MAX,390.6,220.8,179.2,72.9,27.3,46.9,73.0,76.0,26.5,2022-06-05
1739,MIN,356.6,193.5,149.4,71.9,25.9,45.0,72.0,75.4,25.2,2022-06-05
1740,1,384.2,186.0,185.8,72.3,27.5,44.8,72.4,76.0,26.7,2022-06-06
1741,2,396.9,184.8,199.7,72.3,27.5,44.8,72.3,75.9,26.7,2022-06-06
1742,3,396.2,184.1,199.7,72.3,27.5,44.8,72.3,75.9,26.8,2022-06-06
1743,4,396.6,184.6,199.6,72.3,27.6,44.7,72.3,75.9,26.7,2022-06-06
1744,5,397.6,185.6,199.6,72.2,27.7,44.5,72.2,75.9,26.8,2022-06-06
1745,6,397.3,185.4,199.5,72.3,27.6,44.7,72.2,75.9,26.9,2022-06-06
1746,7,397.0,185.0,199.6,72.4,27.6,44.8,72.3,75.9,27.0,2022-06-06
1747,8,397.5,185.6,199.5,72.3,27.8,44.5,72.2,75.9,27.0,2022-06-06
1748,9,397.5,185.7,199.4,72.2,27.8,44.4,72.2,75.9,27.0,2022-06-06
1749,10,397.9,186.5,199.0,72.1,28.0,44.1,72.2,75.9,27.1,2022-06-06
1750,11,399.1,187.7,199.0,72.1,27.9,44.2,72.1,75.8,27.0,2022-06-06
1751,12,399.5,187.9,199.2,71.9,27.9,44.0,72.0,75.8,27.2,2022-06-06
1752,13,399.6,188.1,199.1,71.8,27.9,43.9,72.0,75.8,27.1,2022-06-06
1753,14,390.8,187.2,191.2,72.2,27.6,44.6,72.2,75.8,26.8,2022-06-06
1754,15,390.5,187.0,191.1,72.2,27.5,44.7,72.3,75.8,26.8,2022-06-06
1755,16,389.5,186.0,191.1,72.3,27.6,44.7,72.3,75.8,26.8,2022-06-06
1756,17,390.3,186.8,191.1,72.1,27.7,44.4,72.3,75.8,26.8,2022-06-06
1757,18,391.0,187.6,191.0,72.2,27.6,44.6,72.3,75.8,26.9,2022-06-06
1758,19,391.2,187.8,191.0,72.2,27.7,44.5,72.2,75.8,26.9,2022-06-06
1759,20,389.4,185.8,191.2,72.2,27.5,44.7,72.4,75.8,26.7,2022-06-06
1760,21,388.4,184.6,191.4,72.4,27.5,44.9,72.4,75.9,26.7,2022-06-06
1761,22,387.0,184.0,190.6,72.4,27.5,44.9,72.6,75.9,26.7,2022-06-06
1762,23,363.2,179.7,171.1,73.0,26.7,46.3,73.2,76.1,26.0,2022-06-06
1763,24,345.1,180.9,151.8,73.7,26.1,47.6,73.8,76.4,25.4,2022-06-06
1764,,,,,,,,,,,2022-06-06
1765,AVG,390.55,185.6,192.55,72.31,27.55,44.75,72.36,75.89,26.77,2022-06-06
1766,,,,,,,,,,,2022-06-06
1767,MAX,399.6,188.1,199.7,73.7,28.0,47.6,73.8,76.4,27.2,2022-06-06
1768,MIN,345.1,179.7,151.8,71.8,26.1,43.9,72.0,75.8,25.4,2022-06-06
1769,1,346.5,182.0,152.1,73.3,26.3,47.0,73.5,76.5,25.7,2022-06-07
1770,2,371.1,206.2,152.5,73.1,26.8,46.3,73.2,76.4,26.0,2022-06-07
1771,3,384.1,186.8,184.9,72.6,27.3,45.3,72.8,76.3,26.5,2022-06-07
1772,4,398.0,186.5,199.1,72.5,27.5,45.0,72.5,76.1,26.8,2022-06-07
1773,5,396.6,186.1,198.1,72.5,27.6,44.9,72.4,76.0,26.8,2022-06-07
1774,6,381.5,188.9,180.2,72.5,27.1,45.4,72.5,75.9,26.3,2022-06-07
1775,7,380.8,188.3,180.1,72.6,27.0,45.6,72.5,75.8,26.3,2022-06-07
1776,8,380.5,188.2,179.9,72.4,27.2,45.2,72.4,75.7,26.3,2022-06-07
1777,9,380.9,188.5,180.0,72.3,27.0,45.3,72.3,75.6,26.3,2022-06-07
1778,10,381.3,189.2,179.7,71.9,27.0,44.9,72.0,75.4,26.2,2022-06-07
1779,11,373.9,181.1,180.4,71.5,27.1,44.4,71.7,75.2,26.3,2022-06-07
1780,12,370.8,191.4,167.0,71.8,26.5,45.3,72.0,75.1,26.8,2022-06-07
1781,13,363.1,189.4,161.3,72.0,26.4,45.6,72.1,75.2,26.6,2022-06-07
1782,14,365.4,191.2,161.8,72.2,26.4,45.8,72.3,75.3,25.7,2022-06-07
1783,15,366.6,192.3,161.9,72.0,26.7,45.3,72.2,75.5,26.0,2022-06-07
1784,16,381.3,190.5,178.4,72.1,27.0,45.1,72.1,75.5,26.2,2022-06-07
1785,17,382.8,191.4,179.0,72.1,27.0,45.1,72.2,75.6,26.3,2022-06-07
1786,18,384.2,191.3,180.5,72.3,27.0,45.3,72.3,75.6,26.3,2022-06-07
1787,19,383.2,190.1,180.7,72.2,27.1,45.1,72.3,75.7,26.4,2022-06-07
1788,20,381.7,188.2,181.1,72.5,27.0,45.5,72.6,75.9,26.3,2022-06-07
1789,21,382.3,188.6,181.3,72.5,27.1,45.4,72.7,76.0,26.4,2022-06-07
1790,22,382.3,188.3,181.6,72.6,27.1,45.5,72.8,76.1,26.4,2022-06-07
1791,23,381.0,186.6,182.0,73.0,26.9,46.1,73.1,76.2,26.3,2022-06-07
1792,24,382.5,187.8,182.3,73.1,27.0,46.1,73.2,76.3,26.4,2022-06-07
1793,,,,,,,,,,,2022-06-07
1794,AVG,378.43,189.12,176.91,72.4,26.96,45.44,72.49,75.79,26.32,2022-06-07
1795,,,,,,,,,,,2022-06-07
1796,MAX,398.0,206.2,199.1,73.3,27.6,47.0,73.5,76.5,26.8,2022-06-07
1797,MIN,346.5,181.1,152.1,71.5,26.3,44.4,71.7,75.1,25.7,2022-06-07
1798,1,380.4,185.3,182.7,73.2,27.0,46.2,73.3,76.5,26.3,2022-06-08
1799,2,383.4,188.2,182.8,73.0,27.0,46.0,73.1,76.3,26.3,2022-06-08
1800,3,380.7,185.7,182.6,73.2,27.0,46.2,73.3,76.5,26.3,2022-06-08
1801,4,380.3,186.0,181.9,73.3,26.9,46.4,73.5,76.5,26.2,2022-06-08
1802,5,378.2,184.8,181.0,73.5,26.8,46.7,73.6,76.7,26.2,2022-06-08
1803,6,382.2,184.1,185.7,73.1,27.5,45.6,73.2,76.7,26.7,2022-06-08
1804,7,398.4,188.0,198.0,73.3,27.5,45.8,73.2,76.6,26.7,2022-06-08
1805,8,396.5,185.9,198.2,73.1,27.6,45.5,73.2,76.7,26.9,2022-06-08
1806,9,399.8,189.3,198.1,73.1,27.8,45.3,73.1,76.1,26.9,2022-06-08
1807,10,400.9,179.9,208.6,73.0,27.9,45.1,73.0,76.6,27.0,2022-06-08
1808,11,399.3,178.3,208.6,73.2,27.7,45.5,73.2,76.6,27.0,2022-06-08
1809,12,401.9,180.6,208.9,72.8,28.1,44.7,72.9,76.7,27.2,2022-06-08
1810,13,402.6,189.8,200.4,72.8,27.9,44.9,73.2,76.8,27.2,2022-06-08
1811,14,405.4,192.7,200.3,73.1,28.2,44.9,73.3,76.8,27.3,2022-06-08
1812,15,403.1,190.2,200.5,73.3,28.0,45.3,73.4,76.9,27.2,2022-06-08
1813,16,402.3,189.0,200.9,73.2,28.0,45.2,73.4,76.9,27.2,2022-06-08
1814,17,403.3,190.1,200.8,73.4,28.0,45.4,73.6,77.0,27.2,2022-06-08
1815,18,404.1,190.8,200.9,73.3,28.1,45.2,73.4,77.0,27.3,2022-06-08
1816,19,403.3,189.9,201.0,73.6,28.0,45.6,73.5,77.0,27.2,2022-06-08
1817,20,403.1,189.6,201.1,73.7,28.1,45.6,73.6,77.0,27.2,2022-06-08
1818,21,401.9,188.2,201.3,73.4,28.0,45.4,73.5,77.0,27.2,2022-06-08
1819,22,401.9,188.1,201.4,73.6,28.1,45.5,73.5,77.1,27.3,2022-06-08
1820,23,402.1,188.3,201.4,73.6,28.0,45.6,73.7,77.1,27.3,2022-06-08
1821,24,402.0,188.0,201.6,73.7,28.1,45.6,73.8,77.1,27.2,2022-06-08
1822,,,,,,,,,,,2022-06-08
1823,AVG,396.55,187.12,197.03,73.27,27.72,45.55,73.35,76.76,26.94,2022-06-08
1824,,,,,,,,,,,2022-06-08
1825,MAX,405.4,192.7,208.9,73.7,28.2,46.7,73.8,77.1,27.3,2022-06-08
1826,MIN,378.2,178.3,181.0,72.8,26.8,44.7,72.9,76.1,26.2,2022-06-08
1827,1,402.1,188.0,201.7,73.7,28.0,45.7,73.8,77.2,27.2,2022-06-09
1828,2,402.0,187.8,201.8,73.8,28.2,45.6,73.8,77.2,27.2,2022-06-09
1829,3,403.0,188.7,201.9,73.7,28.2,45.5,73.9,77.2,27.3,2022-06-09
1830,4,402.3,187.9,202.0,73.9,28.0,45.9,73.9,77.3,27.2,2022-06-09
1831,5,402.9,188.4,202.1,73.9,28.0,45.9,74.0,77.3,27.2,2022-06-09
1832,6,402.3,187.7,202.2,73.9,28.0,45.9,74.0,77.4,27.3,2022-06-09
1833,7,401.1,186.5,202.2,74.0,28.1,45.9,74.0,77.4,27.3,2022-06-09
1834,8,403.1,188.5,202.2,74.4,28.1,46.3,74.1,77.5,27.3,2022-06-09
1835,9,402.7,188.1,202.2,74.3,28.1,46.2,74.4,77.6,27.3,2022-06-09
1836,10,399.8,187.9,199.5,74.5,28.0,46.5,74.5,77.7,27.3,2022-06-09
1837,11,422.3,189.2,220.7,73.7,28.9,44.8,73.8,77.6,28.1,2022-06-09
1838,12,428.7,191.5,224.8,73.8,29.0,44.8,73.8,77.6,28.1,2022-06-09
1839,13,428.2,190.9,224.9,73.6,28.9,44.7,73.7,77.5,28.2,2022-06-09
1840,14,427.7,190.5,224.8,73.7,29.1,44.6,73.7,77.6,28.2,2022-06-09
1841,15,427.1,189.7,225.0,73.8,29.1,44.7,73.8,77.6,28.2,2022-06-09
1842,16,427.9,190.6,224.9,73.8,29.1,44.7,73.8,77.6,28.3,2022-06-09
1843,17,428.6,191.3,224.9,73.9,29.1,44.8,73.8,77.6,28.3,2022-06-09
